host_since,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_location,calculated_host_listings_count,reviews_per_month,host_days_active,bathrooms,Air conditioning,TV,Extra pillows and blankets,Heating,time_since_first_review,first_review_interval,time_since_last_review,last_review_interval
2015-06-14,Colares,38.82503,-9.46986,Entire home/apt,3,65.0,2,1125,2,15,46,10,3,2015-08-02,2022-09-10,4.31,4.73,2,0.53,2645.0,1.0,0,1,0,1,2600.0,+7 years,4.0,0-2 weeks
2015-06-26,Santo Antnio,38.72458,-9.14354,Entire home/apt,3,90.0,5,180,4,320,56,15,2,2016-01-24,2022-09-05,4.33,4.74,1,0.69,2633.0,1.0,0,1,1,1,2425.0,+7 years,9.0,0-2 weeks
2015-05-10,Santa Maria Maior,38.71282,-9.13278,Entire home/apt,4,130.0,1,30,2,268,5,3,0,2018-07-04,2022-08-04,5.0,4.8,5,0.1,2680.0,1.0,1,1,0,1,1533.0,5 years - 6 years,41.0,2-8 weeks
2013-10-14,Santa Maria Maior,38.71761,-9.1351,Entire home/apt,5,115.0,1,1125,1,268,45,13,2,2015-07-23,2022-08-28,4.64,4.4,6,0.52,3253.0,1.0,0,0,0,1,2610.0,+7 years,17.0,2-8 weeks
2014-07-21,Ericeira,38.96349,-9.41614,Entire home/apt,3,85.0,5,365,7,340,32,7,1,2015-07-11,2022-08-20,4.59,5.0,5,0.37,2973.0,1.0,0,1,0,0,2622.0,+7 years,25.0,2-8 weeks
2015-06-14,Misericrdia,38.70933,-9.15281,Entire home/apt,2,121.0,2,35,1,110,304,50,4,2015-07-13,2022-09-06,4.81,4.85,1,3.48,2645.0,1.0,0,1,1,1,2620.0,+7 years,8.0,0-2 weeks
2015-06-28,Santa Maria Maior,38.7139,-9.14125,Entire home/apt,6,209.0,1,365,11,319,10,6,0,2015-08-07,2022-08-02,4.7,5.0,9,0.12,2631.0,1.0,1,1,0,1,2595.0,+7 years,43.0,2-8 weeks
2015-06-04,Misericrdia,38.71154,-9.14695,Entire home/apt,4,60.0,4,1125,0,0,46,0,0,2015-08-09,2019-10-27,4.55,4.77,1,0.53,2655.0,1.0,0,1,0,1,2593.0,+7 years,1053.0,1+ year
2013-10-09,Arroios,38.73536,-9.13422,Private room,2,49.0,1,7,12,154,324,85,3,2015-07-02,2022-09-04,4.69,4.77,3,3.69,3258.0,1.0,0,0,1,0,2631.0,+7 years,10.0,0-2 weeks
2015-06-23,Misericrdia,38.71107,-9.14545,Entire home/apt,3,87.0,4,1124,2,321,118,24,1,2015-09-10,2022-08-15,4.61,4.83,7,1.38,2636.0,1.0,0,1,1,0,2561.0,+7 years,30.0,2-8 weeks
2015-06-02,So Vicente,38.72026,-9.13127,Entire home/apt,4,137.0,1,1125,5,324,107,14,3,2015-07-15,2022-09-11,4.54,4.69,41,1.23,2657.0,1.0,0,1,0,1,2618.0,+7 years,3.0,0-2 weeks
2015-06-23,Misericrdia,38.71431,-9.15186,Entire home/apt,4,90.0,4,1125,1,336,53,18,2,2015-07-13,2022-08-30,4.58,4.88,7,0.61,2636.0,1.0,0,1,1,0,2620.0,+7 years,15.0,2-8 weeks
2015-06-23,Santo Antnio,38.71613,-9.15338,Entire home/apt,4,90.0,5,1125,6,336,64,15,2,2015-09-06,2022-08-26,4.59,4.87,7,0.75,2636.0,1.0,0,1,1,0,2565.0,+7 years,19.0,2-8 weeks
2012-10-23,Ericeira,38.96419,-9.417,Entire home/apt,4,86.0,1,1125,0,0,21,5,0,2015-08-15,2021-10-25,4.57,4.67,292,0.24,3609.0,1.0,0,1,0,1,2587.0,+7 years,324.0,6-12 months
2015-06-05,Arroios,38.7316,-9.14476,Entire home/apt,6,155.0,3,1125,0,119,1,0,0,2017-04-18,2017-04-18,5.0,5.0,1,0.02,2654.0,2.0,1,1,0,1,1975.0,5 years - 6 years,1975.0,1+ year
2015-05-10,Santa Maria Maior,38.71282,-9.13278,Entire home/apt,4,154.0,1,30,5,294,10,3,0,2015-06-15,2022-05-29,5.0,4.8,5,0.11,2680.0,1.0,1,1,0,1,2648.0,+7 years,108.0,2-6 months
2011-08-30,Estrela,38.70495,-9.17197,Entire home/apt,6,103.0,3,180,3,287,34,3,0,2016-03-29,2022-08-14,4.29,4.35,11,0.43,4029.0,2.0,1,1,0,0,2360.0,+7 years,31.0,2-8 weeks
2015-06-06,Santa Maria Maior,38.71436,-9.13496,Entire home/apt,4,70.0,3,1125,5,221,360,30,4,2015-06-23,2022-08-29,4.92,4.9,1,4.09,2653.0,1.0,0,1,1,0,2640.0,+7 years,16.0,2-8 weeks
2012-04-09,Santo Antnio,38.71671,-9.15049,Entire home/apt,6,170.0,4,31,6,57,372,41,3,2015-06-30,2022-09-01,4.69,4.83,12,4.24,3806.0,1.0,0,1,1,1,2633.0,+7 years,13.0,0-2 weeks
2015-06-28,Misericrdia,38.71292,-9.15112,Entire home/apt,4,100.0,2,15,9,333,97,31,3,2015-07-29,2022-08-30,4.59,4.81,1,1.12,2631.0,1.0,0,1,0,1,2604.0,+7 years,15.0,2-8 weeks
2015-06-23,Misericrdia,38.71426,-9.15137,Entire home/apt,4,110.0,4,1124,1,322,82,18,0,2015-07-10,2022-08-11,4.41,4.8,7,0.94,2636.0,1.0,0,1,1,0,2623.0,+7 years,34.0,2-8 weeks
2015-02-12,Santo Antnio,38.72112,-9.15327,Entire home/apt,4,159.0,3,1125,2,115,154,16,0,2015-07-19,2022-07-01,4.86,4.88,2,1.77,2767.0,1.0,0,1,0,1,2614.0,+7 years,75.0,2-6 months
2015-06-28,Santa Maria Maior,38.71255,-9.14113,Entire home/apt,4,182.0,1,365,11,310,23,7,1,2015-07-23,2022-09-06,4.81,5.0,9,0.26,2631.0,1.0,1,1,0,1,2610.0,+7 years,8.0,0-2 weeks
2013-08-27,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79755,-9.39185,Entire home/apt,2,43.0,2,1125,0,262,186,41,3,2015-07-13,2022-09-04,4.61,4.91,2,2.13,3301.0,1.0,1,0,0,0,2620.0,+7 years,10.0,0-2 weeks
2015-06-02,So Vicente,38.71593,-9.12441,Entire home/apt,4,126.0,5,366,4,156,120,19,1,2015-07-07,2022-09-11,4.95,4.88,5,1.37,2657.0,1.0,0,1,1,0,2626.0,+7 years,3.0,0-2 weeks
2015-05-10,Santa Maria Maior,38.71282,-9.13278,Entire home/apt,4,130.0,1,30,3,283,18,5,1,2016-04-04,2022-08-27,4.94,4.83,5,0.23,2680.0,1.0,1,1,0,1,2354.0,+7 years,18.0,2-8 weeks
2015-06-16,Arroios,38.72009,-9.1336,Entire home/apt,3,87.0,6,60,1,18,275,46,3,2015-07-09,2022-08-31,4.87,4.62,1,3.14,2643.0,1.0,0,1,0,1,2624.0,+7 years,14.0,0-2 weeks
2015-02-22,Ericeira,38.96572,-9.4164,Entire home/apt,4,95.0,3,1125,7,290,103,14,2,2015-08-01,2022-08-31,4.82,4.75,2,1.19,2757.0,1.0,0,1,0,0,2601.0,+7 years,14.0,0-2 weeks
2015-06-16,Santo Antnio,38.71658,-9.15288,Entire home/apt,4,133.0,4,120,1,285,200,23,2,2015-07-22,2022-09-03,4.86,4.85,1,2.3,2643.0,1.0,0,1,0,0,2611.0,+7 years,11.0,0-2 weeks
2013-11-18,Arroios,38.72629,-9.13305,Private room,2,61.0,1,10,13,163,258,23,2,2015-07-14,2022-08-29,4.54,4.65,5,2.95,3218.0,2.0,0,0,1,0,2619.0,+7 years,16.0,2-8 weeks
2014-01-28,Cascais e Estoril,38.72068,-9.40768,Entire home/apt,2,65.0,2,1125,6,296,150,19,2,2016-02-23,2022-08-29,4.85,4.55,1,1.88,3147.0,1.0,0,1,1,1,2395.0,+7 years,16.0,2-8 weeks
2013-04-05,Carcavelos e Parede,38.69021,-9.3365,Private room,2,50.0,4,120,0,190,44,7,1,2015-09-17,2022-09-01,4.91,4.86,9,0.52,3445.0,2.0,0,1,1,0,2554.0,+7 years,13.0,0-2 weeks
2015-06-23,Estrela,38.70746,-9.16798,Entire home/apt,4,70.0,4,1124,9,344,43,10,1,2015-07-20,2022-08-25,4.63,4.65,7,0.49,2636.0,1.0,0,1,1,0,2613.0,+7 years,20.0,2-8 weeks
2015-06-29,Santa Maria Maior,38.71534,-9.13616,Entire home/apt,4,106.0,3,1125,3,292,298,40,3,2015-07-09,2022-09-04,4.92,4.91,1,3.41,2630.0,1.0,0,1,1,0,2624.0,+7 years,10.0,0-2 weeks
2014-07-13,Olivais,38.76993,-9.10806,Entire home/apt,5,76.0,1,1125,6,134,441,71,4,2015-08-07,2022-08-26,4.51,4.54,12,5.1,2981.0,1.0,1,1,0,1,2595.0,+7 years,19.0,2-8 weeks
2014-09-06,Santa Maria Maior,38.71284,-9.12825,Entire home/apt,6,192.0,2,1125,8,313,391,61,6,2015-07-09,2022-09-12,4.61,4.83,28,4.47,2926.0,1.0,0,1,0,1,2624.0,+7 years,2.0,0-2 weeks
2014-07-04,Arroios,38.71946118733543,-9.140115162777043,Private room,1,84.0,1,1124,19,354,36,22,0,2015-08-24,2022-08-09,4.58,4.66,46,0.42,2990.0,10.0,0,0,0,1,2578.0,+7 years,36.0,2-8 weeks
2013-11-18,Arroios,38.72629,-9.13305,Private room,2,50.0,1,10,8,158,218,21,2,2015-07-31,2022-08-28,4.53,4.69,5,2.51,3218.0,2.0,0,0,0,0,2602.0,+7 years,17.0,2-8 weeks
2014-07-04,Arroios,38.71901536660225,-9.138527628607664,Private room,2,90.0,1,1124,22,357,21,6,3,2015-08-17,2022-08-31,4.38,4.52,46,0.24,2990.0,10.0,0,0,0,1,2585.0,+7 years,14.0,0-2 weeks
2015-02-11,Estrela,38.70715,-9.15701,Entire home/apt,3,109.0,3,1125,9,27,97,11,3,2015-07-13,2022-09-06,4.74,4.8,1,1.11,2768.0,1.0,0,1,0,1,2620.0,+7 years,8.0,0-2 weeks
2015-06-16,Misericrdia,38.70779,-9.14648,Entire home/apt,5,91.0,2,1125,1,273,256,59,4,2015-07-02,2022-09-12,4.88,4.92,1,2.92,2643.0,1.0,0,1,1,1,2631.0,+7 years,2.0,0-2 weeks
2015-07-07,Ajuda,38.70345,-9.19226,Entire home/apt,4,65.0,3,30,4,277,153,18,2,2015-07-19,2022-08-29,4.86,4.7,1,1.76,2622.0,1.0,0,1,1,1,2614.0,+7 years,16.0,2-8 weeks
2014-08-28,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79388,-9.37912,Private room,2,45.0,2,1125,14,340,52,8,0,2015-07-22,2022-07-17,4.62,4.85,2,0.6,2935.0,1.0,0,0,1,0,2611.0,+7 years,59.0,2-6 months
2015-07-01,Ericeira,38.962276,-9.416839,Entire home/apt,4,90.0,7,1125,10,343,8,1,0,2017-10-23,2022-06-13,5.0,4.75,2,0.13,2628.0,1.5,0,1,1,0,1787.0,5 years - 6 years,93.0,2-6 months
2014-12-30,Cascais e Estoril,38.69664,-9.44044,Entire home/apt,4,157.0,2,31,7,281,29,12,1,2017-06-17,2022-09-01,4.59,4.79,40,0.45,2811.0,1.0,1,1,0,1,1915.0,5 years - 6 years,13.0,0-2 weeks
2012-08-21,Ericeira,38.96814,-9.41804,Entire home/apt,4,42.0,4,60,0,0,15,0,0,2015-08-17,2020-09-20,4.33,4.73,19,0.17,3672.0,1.0,0,1,0,1,2585.0,+7 years,724.0,1+ year
2013-02-20,Cascais e Estoril,38.69936,-9.42303,Entire home/apt,4,186.0,3,1125,14,30,48,2,0,2015-07-08,2021-10-24,4.23,4.94,13,0.55,3489.0,1.0,0,1,0,0,2625.0,+7 years,325.0,6-12 months
2014-07-23,Santa Maria Maior,38.7159,-9.13235,Entire home/apt,2,85.0,2,1125,2,220,210,14,1,2015-07-12,2022-08-28,4.51,4.63,6,2.4,2971.0,1.0,1,1,0,1,2621.0,+7 years,17.0,2-8 weeks
2015-07-11,So Vicente,38.71525,-9.12335,Entire home/apt,2,77.0,3,1125,1,1,240,21,3,2015-07-25,2022-09-01,4.8,4.87,3,2.76,2618.0,1.0,0,1,1,0,2608.0,+7 years,13.0,0-2 weeks
2015-05-19,Santa Maria Maior,38.71019,-9.129,Entire home/apt,4,125.0,3,90,15,63,159,26,1,2015-07-16,2022-08-18,4.33,4.7,4,1.82,2671.0,1.0,0,1,1,1,2617.0,+7 years,27.0,2-8 weeks
2015-05-19,Santa Maria Maior,38.71045,-9.1284,Entire home/apt,4,135.0,3,90,20,68,239,33,1,2015-06-28,2022-08-20,4.49,4.81,4,2.72,2671.0,1.0,0,0,1,1,2635.0,+7 years,25.0,2-8 weeks
2015-06-15,So Vicente,38.71656,-9.12278,Entire home/apt,4,72.0,3,1125,0,164,233,39,2,2015-07-24,2022-08-28,4.88,4.62,1,2.68,2644.0,1.0,0,1,1,1,2609.0,+7 years,17.0,2-8 weeks
2015-07-12,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69397,-9.2974,Entire home/apt,4,115.0,15,180,0,248,17,3,1,2015-08-07,2022-08-27,4.88,4.88,1,0.2,2617.0,1.0,1,1,1,0,2595.0,+7 years,18.0,2-8 weeks
2013-06-08,Santa Maria Maior,38.71429,-9.13759,Entire home/apt,7,210.0,1,1125,4,269,149,37,2,2015-07-20,2022-09-05,4.93,4.97,9,1.71,3381.0,2.0,1,1,1,1,2613.0,+7 years,9.0,0-2 weeks
2015-07-13,Carvoeira,38.95157,-9.41313,Entire home/apt,4,117.0,3,90,6,155,48,11,3,2015-07-18,2022-09-03,4.75,4.81,1,0.55,2616.0,1.0,0,1,1,0,2615.0,+7 years,11.0,0-2 weeks
2015-06-18,Santa Maria Maior,38.71479,-9.13304,Entire home/apt,2,45.0,3,31,0,0,111,0,0,2015-06-21,2020-01-04,4.58,4.69,1,1.26,2641.0,1.0,0,1,0,0,2642.0,+7 years,984.0,1+ year
2015-07-13,Misericrdia,38.71066,-9.15011,Entire home/apt,4,67.0,3,1125,0,270,180,22,2,2015-09-04,2022-08-30,4.72,4.76,2,2.1,2616.0,1.0,0,1,0,0,2567.0,+7 years,15.0,2-8 weeks
2015-07-13,Misericrdia,38.70873,-9.15135,Entire home/apt,8,130.0,3,1125,5,243,194,40,2,2015-09-18,2022-08-24,4.8,4.8,2,2.28,2616.0,2.0,0,1,0,0,2553.0,+7 years,21.0,2-8 weeks
2012-08-21,Ericeira,38.96833,-9.41785,Entire home/apt,4,42.0,4,28,0,0,5,0,0,2015-07-30,2020-08-22,4.8,4.6,19,0.06,3672.0,1.0,0,1,1,1,2603.0,+7 years,753.0,1+ year
2015-06-15,Santa Maria Maior,38.71305,-9.12514,Entire home/apt,3,72.0,3,1124,1,125,135,2,2,2015-08-03,2022-09-06,4.78,4.93,3,1.56,2644.0,1.0,0,1,0,1,2599.0,+7 years,8.0,0-2 weeks
2015-07-03,Santo Antnio,38.7265,-9.1455,Entire home/apt,5,68.0,3,1125,0,273,72,18,2,2015-08-10,2022-09-08,4.99,4.83,1,0.83,2626.0,1.0,0,1,1,1,2592.0,+7 years,6.0,0-2 weeks
2015-06-28,Santa Maria Maior,38.71401,-9.14184,Entire home/apt,4,165.0,1,365,8,57,8,1,0,2015-08-11,2022-06-01,4.75,4.88,9,0.09,2631.0,1.0,1,1,0,1,2591.0,+7 years,105.0,2-6 months
2015-06-28,Santa Maria Maior,38.71418,-9.14182,Entire home/apt,2,109.0,1,365,4,45,143,1,0,2015-07-28,2022-06-27,4.61,4.89,9,1.65,2631.0,1.0,0,1,0,0,2605.0,+7 years,79.0,2-6 months
2015-06-28,Santa Maria Maior,38.71243,-9.14154,Entire home/apt,4,196.0,1,365,2,154,9,5,0,2015-08-10,2022-07-20,4.78,5.0,9,0.1,2631.0,1.0,1,1,0,1,2592.0,+7 years,56.0,2-8 weeks
2015-06-29,Estrela,38.70063,-9.17049,Private room,2,75.0,2,1125,0,317,3,1,0,2018-01-01,2021-11-01,5.0,4.67,4,0.05,2630.0,1.0,1,1,0,1,1717.0,5 years - 6 years,317.0,6-12 months
2014-04-11,Carcavelos e Parede,38.68083,-9.32833,Entire home/apt,6,95.0,3,1125,0,224,51,3,2,2016-07-04,2022-08-25,4.96,4.88,1,0.68,3074.0,2.0,0,1,1,1,2263.0,+7 years,20.0,2-8 weeks
2014-07-22,Ericeira,38.97424,-9.41991,Entire home/apt,2,50.0,3,20,0,0,13,6,3,2015-08-14,2022-08-29,4.69,4.85,2,0.15,2972.0,1.0,0,1,1,0,2588.0,+7 years,16.0,2-8 weeks
2014-07-07,Santa Maria Maior,38.71258,-9.14176,Entire home/apt,4,106.0,3,1125,2,315,209,5,2,2015-07-23,2022-09-01,4.89,4.96,7,2.4,2987.0,1.0,1,1,1,0,2610.0,+7 years,13.0,0-2 weeks
2015-06-18,Misericrdia,38.71118,-9.14373,Entire home/apt,2,110.0,3,1125,1,318,165,29,2,2015-07-29,2022-08-31,4.87,4.94,4,1.9,2641.0,1.0,0,1,1,1,2604.0,+7 years,14.0,0-2 weeks
2015-07-07,Alcntara,38.70551,-9.17612,Entire home/apt,2,90.0,3,1125,4,309,133,7,2,2015-08-08,2022-08-27,4.76,4.55,1,1.54,2622.0,1.0,0,1,0,0,2594.0,+7 years,18.0,2-8 weeks
2015-07-14,Santa Maria Maior,38.71397,-9.13866,Entire home/apt,6,120.0,1,1125,1,60,22,8,1,2015-08-01,2022-08-30,4.38,4.57,3,0.25,2615.0,1.0,0,0,0,0,2601.0,+7 years,15.0,2-8 weeks
2015-05-21,Santo Antnio,38.72194,-9.14431,Entire home/apt,4,115.0,2,30,4,94,254,40,3,2016-07-10,2022-08-31,4.88,4.75,5,3.37,2669.0,1.0,1,1,1,1,2257.0,+7 years,14.0,0-2 weeks
2015-06-18,Misericrdia,38.70991,-9.1447,Entire home/apt,4,140.0,3,15,3,319,195,30,5,2015-07-27,2022-09-10,4.81,4.77,4,2.24,2641.0,2.0,0,1,1,1,2606.0,+7 years,4.0,0-2 weeks
2015-06-15,So Vicente,38.71352,-9.12697,Entire home/apt,4,80.0,3,1124,4,145,218,48,4,2015-08-25,2022-09-07,4.91,4.93,3,2.54,2644.0,1.0,0,1,0,1,2577.0,+7 years,7.0,0-2 weeks
2015-07-14,Santa Maria Maior,38.71387,-9.139,Hotel room,4,110.0,1,1125,1,61,2,2,0,2022-06-20,2022-06-28,4.5,4.5,3,0.69,2615.0,1.0,0,0,0,0,86.0,0-6 months,78.0,2-6 months
2014-07-09,Santa Maria Maior,38.70869,-9.13215,Entire home/apt,6,130.0,3,1125,1,9,17,4,0,2015-07-21,2022-08-14,4.71,4.88,4,0.2,2985.0,1.0,0,1,0,1,2612.0,+7 years,31.0,2-8 weeks
2012-09-25,Santa Maria Maior,38.71266,-9.135,Entire home/apt,3,140.0,3,1125,0,53,29,2,1,2015-08-24,2022-08-23,4.61,4.79,3,0.34,3637.0,1.0,0,1,0,0,2578.0,+7 years,22.0,2-8 weeks
2015-07-07,Mafra,38.97265,-9.32217,Entire home/apt,5,143.0,3,365,20,286,37,20,1,2015-08-12,2022-09-03,4.94,4.92,2,0.43,2622.0,2.0,1,1,1,0,2590.0,+7 years,11.0,0-2 weeks
2013-03-23,Arroios,38.71714,-9.13903,Entire home/apt,3,73.0,3,1125,1,218,336,60,6,2015-08-10,2022-09-11,4.84,4.83,13,3.89,3458.0,1.0,0,1,0,1,2592.0,+7 years,3.0,0-2 weeks
2015-06-19,Cascais e Estoril,38.69593,-9.37324,Entire home/apt,6,60.0,3,1125,0,227,64,0,0,2015-07-06,2020-09-13,4.41,4.81,1,0.73,2640.0,1.5,0,1,1,1,2627.0,+7 years,731.0,1+ year
2015-05-19,Cascais e Estoril,38.70107,-9.42437,Entire home/apt,4,67.0,3,1125,1,316,153,25,2,2015-07-10,2022-08-29,4.61,4.8,1,1.75,2671.0,1.0,0,1,0,0,2623.0,+7 years,16.0,2-8 weeks
2014-09-15,Santo Antnio,38.71583,-9.14573,Entire home/apt,2,46.0,3,120,1,244,210,41,2,2015-08-24,2022-09-02,4.65,4.86,1,2.44,2917.0,1.0,0,1,0,1,2578.0,+7 years,12.0,0-2 weeks
2013-02-16,Santa Maria Maior,38.71322,-9.13455,Entire home/apt,4,150.0,3,1125,3,305,255,39,4,2015-08-14,2022-08-29,4.85,4.94,1,2.95,3493.0,1.0,0,1,0,1,2588.0,+7 years,16.0,2-8 weeks
2014-10-21,So Vicente,38.72052,-9.13119,Entire home/apt,3,123.0,3,1125,0,309,44,2,0,2015-07-27,2022-04-11,4.86,4.81,7,0.51,2881.0,1.0,0,1,0,1,2606.0,+7 years,156.0,2-6 months
2015-07-07,Estrela,38.70758,-9.1535,Private room,2,45.0,1,1125,0,0,102,0,0,2015-07-27,2021-06-05,4.53,4.57,8,1.17,2622.0,1.0,1,1,0,1,2606.0,+7 years,466.0,1+ year
2015-06-18,Misericrdia,38.71194,-9.14431,Entire home/apt,4,130.0,3,15,4,54,186,36,4,2015-08-20,2022-09-05,4.83,4.88,4,2.16,2641.0,2.0,0,1,1,1,2582.0,+7 years,9.0,0-2 weeks
2014-03-26,Arroios,38.73364,-9.1353,Entire home/apt,4,58.0,3,180,0,256,278,0,0,2015-07-07,2020-03-10,4.63,4.6,4,3.17,3090.0,1.0,1,1,0,1,2626.0,+7 years,918.0,1+ year
2015-07-07,Ribafria e Pereiro de Palhacana,39.0582,-9.12046,Entire home/apt,4,55.0,1,1125,23,355,45,15,4,2015-10-04,2022-09-03,4.84,4.71,1,0.53,2622.0,1.0,0,1,0,1,2537.0,+7 years,11.0,0-2 weeks
2015-06-21,Ajuda,38.70385,-9.19906,Entire home/apt,2,76.0,3,1125,1,273,74,9,3,2015-07-13,2022-09-09,4.85,4.79,1,0.85,2638.0,1.0,0,1,1,1,2620.0,+7 years,5.0,0-2 weeks
2012-07-12,Lumiar,38.76064,-9.15705,Private room,2,29.0,1,1125,0,149,69,16,1,2016-07-09,2022-08-31,4.97,4.83,2,0.92,3712.0,1.0,0,1,0,1,2258.0,+7 years,14.0,0-2 weeks
2015-07-07,Santa Maria Maior,38.710743,-9.129677,Entire home/apt,6,135.0,3,90,3,51,191,42,3,2015-07-14,2022-09-04,4.49,4.86,1,2.19,2622.0,2.5,1,1,1,1,2619.0,+7 years,10.0,0-2 weeks
2015-07-07,Misericrdia,38.7094,-9.15128,Entire home/apt,4,69.0,3,1125,2,300,183,46,5,2015-07-27,2022-09-12,4.84,4.91,1,2.11,2622.0,1.0,0,1,0,0,2606.0,+7 years,2.0,0-2 weeks
2012-07-23,Misericrdia,38.70697,-9.1467,Entire home/apt,6,74.0,2,1125,3,281,278,53,2,2015-07-21,2022-08-29,4.7,4.9,2,3.19,3701.0,2.0,0,1,0,0,2612.0,+7 years,16.0,2-8 weeks
2015-07-07,Estrela,38.70758,-9.1535,Private room,2,107.0,1,1125,1,283,79,16,2,2015-07-25,2022-08-26,4.71,4.65,8,0.91,2622.0,1.0,1,1,0,1,2608.0,+7 years,19.0,2-8 weeks
2015-07-07,Estrela,38.70758,-9.1535,Private room,3,97.0,1,1125,4,238,47,2,0,2015-07-28,2022-06-02,4.67,4.64,8,0.54,2622.0,1.0,1,1,0,1,2605.0,+7 years,104.0,2-6 months
2013-04-26,Misericrdia,38.71277970837173,-9.14612867997411,Private room,2,40.0,2,1125,4,333,70,15,2,2015-07-19,2022-08-30,4.52,4.88,3,0.8,3424.0,1.0,0,1,1,1,2614.0,+7 years,15.0,2-8 weeks
2013-06-16,Penha de Frana,38.7243,-9.13103,Entire home/apt,2,80.0,3,1125,1,96,21,2,2,2018-01-04,2022-09-06,4.95,5.0,2,0.37,3373.0,1.0,1,1,1,1,1714.0,5 years - 6 years,8.0,0-2 weeks
2013-11-13,Santa Maria Maior,38.71295,-9.13021,Entire home/apt,2,55.0,3,90,0,212,153,10,1,2015-07-31,2022-09-03,4.72,4.88,2,1.76,3223.0,1.0,0,1,0,1,2602.0,+7 years,11.0,0-2 weeks
2015-07-15,So Vicente,38.71474,-9.12497,Entire home/apt,6,88.0,2,1125,5,107,165,28,5,2015-07-22,2022-09-07,4.67,4.74,5,1.9,2614.0,1.0,1,1,0,1,2611.0,+7 years,7.0,0-2 weeks
2014-06-24,Ericeira,38.96886,-9.41907,Entire home/apt,4,75.0,1,365,3,321,30,21,3,2017-08-17,2022-09-03,4.6,4.9,15,0.49,3000.0,1.0,0,1,0,0,1854.0,5 years - 6 years,11.0,0-2 weeks
2012-10-23,Ericeira,38.96112,-9.41624,Entire home/apt,3,105.0,1,1125,17,317,64,19,0,2015-08-10,2022-08-12,4.03,4.83,292,0.74,3609.0,1.0,0,1,0,0,2592.0,+7 years,33.0,2-8 weeks
2012-10-23,Ericeira,38.9618,-9.41641,Entire home/apt,3,111.0,1,1125,19,350,17,7,0,2015-10-03,2022-08-02,4.0,4.76,292,0.2,3609.0,1.0,0,1,0,0,2538.0,+7 years,43.0,2-8 weeks
2011-10-27,Misericrdia,38.71532,-9.14926,Private room,2,44.0,3,1125,6,334,84,35,6,2015-08-11,2022-09-08,4.81,4.92,2,0.97,3971.0,1.0,0,0,0,1,2591.0,+7 years,6.0,0-2 weeks
2015-07-15,Arroios,38.722176460199016,-9.13355904071024,Entire home/apt,5,95.0,3,30,2,300,152,34,3,2016-09-29,2022-08-30,4.87,4.84,1,2.09,2614.0,1.0,0,1,1,1,2176.0,5 years - 6 years,15.0,2-8 weeks
2011-06-11,Penha de Frana,38.7303,-9.12886,Entire home/apt,4,82.0,1,1125,8,287,36,3,1,2015-07-28,2022-08-24,4.72,4.25,37,0.41,4109.0,2.0,1,1,0,1,2605.0,+7 years,21.0,2-8 weeks
2013-12-02,Santa Maria Maior,38.71306,-9.14227,Entire home/apt,4,70.0,3,1125,0,221,48,4,1,2015-08-29,2022-08-28,4.7,4.94,2,0.56,3204.0,1.0,0,1,1,1,2573.0,+7 years,17.0,2-8 weeks
2015-05-09,Arroios,38.72239,-9.13511,Entire home/apt,4,200.0,2,1125,0,0,291,0,0,2015-08-07,2020-03-23,4.9,4.72,3,3.36,2681.0,1.0,0,1,0,1,2595.0,+7 years,905.0,1+ year
2012-10-23,Misericrdia,38.71202,-9.14299,Entire home/apt,6,201.0,1,1125,10,287,42,31,3,2016-07-13,2022-08-30,4.37,4.78,292,0.56,3609.0,2.0,0,1,0,0,2254.0,+7 years,15.0,2-8 weeks
2011-04-27,Santa Maria Maior,38.71606,-9.13712,Entire home/apt,4,157.0,2,1125,6,251,261,66,0,2015-08-15,2022-08-13,4.84,4.89,12,3.03,4154.0,1.0,1,1,1,1,2587.0,+7 years,32.0,2-8 weeks
2015-07-23,So Vicente,38.714,-9.12458,Entire home/apt,4,80.0,2,1125,1,274,81,2,2,2015-08-07,2022-09-12,4.69,4.91,1,0.94,2606.0,1.0,0,1,1,0,2595.0,+7 years,2.0,0-2 weeks
2014-11-07,Santa Maria Maior,38.71305,-9.1417,Entire home/apt,1,58.0,3,365,8,343,150,18,0,2015-08-17,2022-08-05,4.51,4.91,8,1.74,2864.0,1.0,0,1,0,0,2585.0,+7 years,40.0,2-8 weeks
2011-04-27,So Vicente,38.718178,-9.129153,Entire home/apt,5,93.0,2,100,4,282,102,26,2,2015-08-29,2022-08-30,4.87,4.88,12,1.19,4154.0,1.0,0,1,0,1,2573.0,+7 years,15.0,2-8 weeks
2015-08-08,So Vicente,38.71798,-9.13278,Entire home/apt,4,82.0,2,1125,0,0,248,0,0,2015-08-12,2020-03-09,4.91,4.82,1,2.87,2590.0,1.0,0,0,0,0,2590.0,+7 years,919.0,1+ year
