host_since,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_location,calculated_host_listings_count,reviews_per_month,host_days_active,bathrooms,Air conditioning,TV,Extra pillows and blankets,Heating,time_since_first_review,first_review_interval,time_since_last_review,last_review_interval
2015-07-17,Ericeira,38.96024,-9.41685,Entire home/apt,6,159.0,3,30,7,291,100,22,6,2015-08-23,2022-09-12,4.97,4.91,2,1.16,2612.0,2.0,0,1,1,0,2579.0,+7 years,2.0,0-2 weeks
2015-07-24,So Vicente,38.7181,-9.12228,Private room,2,49.0,1,5,10,10,53,20,1,2015-08-11,2022-08-30,4.46,4.53,6,0.61,2605.0,1.0,0,0,1,1,2591.0,+7 years,15.0,2-8 weeks
2014-12-31,Arroios,38.7262,-9.13739,Entire home/apt,4,78.0,3,1125,1,297,201,19,0,2015-08-08,2022-08-13,4.72,4.6,2,2.32,2810.0,1.0,1,1,1,1,2594.0,+7 years,32.0,2-8 weeks
2013-06-23,Cascais e Estoril,38.70016,-9.38682,Entire home/apt,2,80.0,3,1125,15,347,115,5,3,2015-08-13,2022-08-31,4.9,4.81,2,1.33,3366.0,1.0,0,1,0,1,2589.0,+7 years,14.0,0-2 weeks
2012-11-03,Santo Antnio,38.71788,-9.15329,Entire home/apt,4,74.0,3,1125,0,265,141,19,2,2015-07-29,2022-08-28,4.78,4.92,2,1.62,3598.0,1.0,0,1,0,1,2604.0,+7 years,17.0,2-8 weeks
2014-06-30,Misericrdia,38.71315,-9.14677,Entire home/apt,6,204.0,2,1125,5,319,227,46,2,2015-10-11,2022-09-06,4.66,4.85,37,2.69,2994.0,2.0,0,1,1,0,2530.0,+7 years,8.0,0-2 weeks
2012-09-21,Arroios,38.72307,-9.13616,Entire home/apt,5,97.0,2,999,1,84,152,36,5,2015-08-04,2022-09-04,4.58,4.67,13,1.75,3641.0,1.5,0,1,0,0,2598.0,+7 years,10.0,0-2 weeks
2014-07-23,Santa Maria Maior,38.71605,-9.13273,Entire home/apt,5,107.0,2,1125,4,261,137,3,0,2015-08-17,2022-04-11,4.49,4.6,6,1.59,2971.0,1.0,1,1,0,1,2585.0,+7 years,156.0,2-6 months
2015-04-15,Campo de Ourique,38.71566,-9.15822,Entire home/apt,5,150.0,3,90,0,287,217,31,3,2015-08-03,2022-08-29,4.56,4.68,2,2.5,2705.0,1.5,0,1,0,0,2599.0,+7 years,16.0,2-8 weeks
2014-04-23,Arroios,38.73116,-9.14063,Private room,2,35.0,5,50,0,0,52,3,0,2015-08-14,2022-08-07,4.67,4.59,6,0.6,3062.0,2.0,0,0,0,0,2588.0,+7 years,38.0,2-8 weeks
2015-08-09,Silveira,39.13322,-9.38188,Entire home/apt,5,62.0,2,1125,2,259,76,18,2,2017-07-13,2022-09-03,4.75,4.89,1,1.21,2589.0,1.0,0,1,1,0,1889.0,5 years - 6 years,11.0,0-2 weeks
2013-08-21,Santa Maria Maior,38.71013,-9.13355,Entire home/apt,4,150.0,3,1125,0,225,51,6,4,2015-08-07,2022-08-30,4.58,4.76,3,0.59,3307.0,1.5,0,1,0,0,2595.0,+7 years,15.0,2-8 weeks
2015-04-15,So Vicente,38.72073,-9.1282,Entire home/apt,5,140.0,3,90,5,332,181,26,1,2015-08-05,2022-08-25,4.62,4.75,2,2.09,2705.0,2.5,0,1,1,0,2597.0,+7 years,20.0,2-8 weeks
2015-07-19,Misericrdia,38.71338,-9.15014,Entire home/apt,4,103.0,4,1125,2,2,23,1,0,2015-08-09,2022-08-13,4.48,4.52,2,0.27,2610.0,1.5,0,0,0,0,2593.0,+7 years,32.0,2-8 weeks
2013-06-07,Ericeira,38.96335,-9.41638,Private room,2,27.0,3,365,0,197,63,20,2,2016-08-18,2022-08-27,4.87,4.95,5,0.85,3382.0,3.0,0,0,0,0,2218.0,+7 years,18.0,2-8 weeks
2013-04-23,Misericrdia,38.7131,-9.14427,Entire home/apt,4,79.0,1,1,4,292,120,35,4,2015-08-07,2022-09-09,4.74,4.84,8,1.39,3427.0,1.5,0,1,0,0,2595.0,+7 years,5.0,0-2 weeks
2015-05-21,Penha de Frana,38.72579,-9.13036,Private room,2,35.0,3,1125,5,247,255,30,4,2015-08-10,2022-08-31,4.86,4.7,3,2.95,2669.0,2.0,0,0,0,0,2592.0,+7 years,14.0,0-2 weeks
2014-08-17,Misericrdia,38.70949,-9.15007,Entire home/apt,5,86.0,2,1125,0,188,285,18,1,2015-08-09,2022-08-15,4.9,4.88,1,3.3,2946.0,1.0,0,1,1,0,2593.0,+7 years,30.0,2-8 weeks
2013-07-12,Estrela,38.708492,-9.156131,Private room,2,49.0,1,1124,5,330,103,27,3,2015-08-08,2022-08-25,4.64,4.63,9,1.19,3347.0,1.5,0,1,1,0,2594.0,+7 years,20.0,2-8 weeks
2015-07-19,Misericrdia,38.71126,-9.14474,Entire home/apt,4,90.0,2,31,0,1,227,0,0,2015-08-04,2020-03-15,4.59,4.71,1,2.62,2610.0,1.0,0,1,0,1,2598.0,+7 years,913.0,1+ year
2012-11-19,Arroios,38.71744,-9.13918,Entire home/apt,4,103.0,3,1125,1,94,293,59,4,2017-02-09,2022-08-29,4.87,4.85,2,4.3,3582.0,1.5,1,1,0,1,2043.0,5 years - 6 years,16.0,2-8 weeks
2014-03-14,Cascais e Estoril,38.71274,-9.40579,Entire home/apt,4,75.0,2,1125,10,87,34,10,1,2015-08-22,2022-08-29,4.44,4.68,1,0.4,3102.0,1.0,0,1,1,1,2580.0,+7 years,16.0,2-8 weeks
2015-07-20,Misericrdia,38.71164,-9.1445,Entire home/apt,4,99.0,3,1125,3,282,204,35,1,2015-08-16,2022-08-22,4.79,4.9,1,2.37,2609.0,1.0,1,1,0,1,2586.0,+7 years,23.0,2-8 weeks
2015-08-09,Alvalade,38.74851,-9.13875,Entire home/apt,5,60.0,7,1125,0,13,145,8,0,2015-08-31,2022-05-28,4.74,4.56,2,1.69,2589.0,1.0,0,1,0,1,2571.0,+7 years,109.0,2-6 months
2015-08-09,Alvalade,38.74869,-9.13838,Entire home/apt,4,61.0,25,1125,0,49,206,9,0,2015-11-25,2022-08-13,4.58,4.47,2,2.49,2589.0,1.0,0,1,1,1,2485.0,+7 years,32.0,2-8 weeks
2015-07-30,Santa Maria Maior,38.71586,-9.1334,Entire home/apt,2,40.0,2,1125,1,243,264,53,3,2015-08-18,2022-08-29,4.48,4.64,1,3.06,2599.0,1.0,0,1,1,1,2584.0,+7 years,16.0,2-8 weeks
2015-07-20,Santa Maria Maior,38.71309,-9.13148,Entire home/apt,2,92.0,3,1125,2,110,240,47,1,2015-07-27,2022-08-26,4.84,4.88,2,2.76,2609.0,1.0,0,1,1,0,2606.0,+7 years,19.0,2-8 weeks
2015-07-29,Santa Maria Maior,38.716942,-9.134508,Entire home/apt,4,133.0,2,15,0,0,146,32,3,2015-09-21,2022-09-05,4.79,4.68,1,1.72,2600.0,1.0,0,0,0,0,2550.0,+7 years,9.0,0-2 weeks
2015-08-10,So Domingos de Benfica,38.75302,-9.1736,Private room,4,29.0,2,1125,5,301,185,37,3,2015-09-09,2022-09-03,4.9,4.69,1,2.17,2588.0,1.0,0,1,0,0,2562.0,+7 years,11.0,0-2 weeks
2015-07-30,Misericrdia,38.70959,-9.15011,Entire home/apt,2,65.0,6,1125,0,13,299,5,0,2015-08-08,2022-07-31,4.52,4.81,2,3.46,2599.0,1.0,0,1,1,1,2594.0,+7 years,45.0,2-8 weeks
2015-07-30,Colares,38.81548,-9.47219,Entire home/apt,2,85.0,4,30,21,30,43,9,2,2015-09-18,2022-08-29,4.86,4.91,5,0.51,2599.0,1.0,0,0,1,0,2553.0,+7 years,16.0,2-8 weeks
2014-08-04,Cascais e Estoril,38.70023,-9.38878,Entire home/apt,2,65.0,3,1125,4,333,153,35,5,2015-08-13,2022-09-09,4.73,4.76,5,1.77,2959.0,1.0,0,1,0,1,2589.0,+7 years,5.0,0-2 weeks
2014-06-25,Lourinh e Atalaia,39.26866,-9.28188,Private room,3,60.0,1,365,7,32,11,4,0,2016-07-07,2022-08-14,4.82,4.36,11,0.15,2999.0,1.0,0,1,0,1,2260.0,+7 years,31.0,2-8 weeks
2015-06-29,Estrela,38.70258,-9.17224,Private room,2,75.0,2,1125,0,317,12,2,0,2017-02-19,2021-10-24,4.92,4.75,4,0.18,2630.0,1.0,1,1,0,1,2033.0,5 years - 6 years,325.0,6-12 months
2012-11-13,Santa Maria Maior,38.715217228174446,-9.139669792990682,Entire home/apt,4,184.0,2,1124,12,347,204,28,2,2015-07-26,2022-08-25,4.67,4.88,6,2.35,3588.0,1.0,0,0,1,1,2607.0,+7 years,20.0,2-8 weeks
2015-03-01,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.81613,-9.40513,Private room,3,88.0,1,1125,20,321,26,8,0,2015-08-07,2022-07-17,4.69,4.38,7,0.3,2750.0,1.0,1,1,0,1,2595.0,+7 years,59.0,2-6 months
2013-12-23,Misericrdia,38.71628,-9.14939,Entire home/apt,4,49.0,2,1125,0,222,23,2,0,2015-09-09,2022-05-15,4.45,4.64,4,0.27,3183.0,1.0,0,1,1,1,2562.0,+7 years,122.0,2-6 months
2013-12-02,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.7963,-9.3919,Entire home/apt,2,97.0,2,30,13,335,43,5,1,2015-12-02,2022-08-15,4.72,4.95,16,0.52,3204.0,1.0,0,1,0,1,2478.0,+7 years,30.0,2-8 weeks
2012-09-21,Arroios,38.72249,-9.1374,Entire home/apt,7,83.0,2,294,5,47,220,58,4,2015-08-10,2022-09-08,4.63,4.54,13,2.55,3641.0,2.0,0,1,0,1,2592.0,+7 years,6.0,0-2 weeks
2014-07-04,Arroios,38.71733765060249,-9.140038680827004,Private room,2,91.0,1,1124,20,355,37,13,3,2015-08-19,2022-09-10,4.46,4.64,46,0.43,2990.0,8.0,0,0,0,0,2583.0,+7 years,4.0,0-2 weeks
2011-04-04,Misericrdia,38.71506,-9.15326,Entire home/apt,5,160.0,3,1125,0,287,18,0,0,2015-09-21,2020-03-11,4.83,4.67,2,0.21,4177.0,1.5,0,1,1,1,2550.0,+7 years,917.0,1+ year
2013-07-12,Estrela,38.708454,-9.156143,Private room,1,35.0,1,1125,6,300,164,48,5,2015-08-07,2022-09-03,4.73,4.67,9,1.9,3347.0,1.5,0,1,1,0,2595.0,+7 years,11.0,0-2 weeks
2015-06-29,Lourinh e Atalaia,39.26752,-9.33063,Entire home/apt,4,90.0,7,1125,27,362,20,4,1,2016-07-24,2022-09-05,4.8,4.8,2,0.27,2630.0,1.0,0,1,1,0,2243.0,+7 years,9.0,0-2 weeks
2015-03-04,Santa Maria Maior,38.71611,-9.13665,Entire home/apt,4,136.0,3,1125,0,225,141,0,0,2015-08-28,2019-12-09,4.94,4.92,1,1.64,2747.0,1.0,0,1,1,0,2574.0,+7 years,1010.0,1+ year
2015-08-01,Santa Maria Maior,38.71198,-9.12969,Entire home/apt,4,59.0,3,1125,0,203,129,25,2,2016-03-28,2022-09-03,4.65,4.88,1,1.64,2597.0,1.0,1,1,0,0,2361.0,+7 years,11.0,0-2 weeks
2013-08-09,Santa Maria Maior,38.713459,-9.136458,Entire home/apt,4,130.0,2,1125,2,62,216,42,4,2015-08-22,2022-08-26,4.92,4.97,3,2.51,3319.0,1.0,0,1,1,1,2580.0,+7 years,19.0,2-8 weeks
2014-03-26,Santa Maria Maior,38.71338,-9.12855,Entire home/apt,3,98.0,5,120,0,261,340,30,3,2015-07-31,2022-08-27,4.76,4.84,1,3.92,3090.0,1.0,0,0,1,1,2602.0,+7 years,18.0,2-8 weeks
2012-05-27,Santa Maria Maior,38.71794,-9.13474,Entire home/apt,4,63.0,2,300,1,225,195,6,0,2015-08-13,2022-06-26,4.77,4.82,2,2.26,3758.0,1.0,0,1,1,1,2589.0,+7 years,80.0,2-6 months
2011-10-19,Santa Maria Maior,38.71764,-9.1362,Entire home/apt,4,157.0,3,730,2,290,41,5,0,2015-09-08,2022-07-21,4.73,4.9,14,0.48,3979.0,1.0,0,1,1,1,2563.0,+7 years,55.0,2-8 weeks
2015-08-02,Ericeira,38.965343,-9.417367,Entire home/apt,8,210.0,5,1125,5,296,27,8,0,2015-09-07,2022-08-13,4.78,4.89,1,0.32,2596.0,2.5,0,1,1,0,2564.0,+7 years,32.0,2-8 weeks
2014-11-04,Misericrdia,38.71469,-9.15084,Entire home/apt,4,105.0,4,1125,5,327,160,8,0,2015-09-11,2022-07-20,4.54,4.76,1,1.87,2867.0,1.0,0,1,0,1,2560.0,+7 years,56.0,2-8 weeks
2015-08-11,Arroios,38.718,-9.13972,Entire home/apt,4,66.0,3,60,2,212,300,43,3,2015-08-20,2022-09-01,4.75,4.69,3,3.48,2587.0,1.0,0,1,0,1,2582.0,+7 years,13.0,0-2 weeks
2015-08-24,Santa Maria Maior,38.71344,-9.13427,Entire home/apt,2,73.0,3,1100,2,135,320,69,5,2015-09-28,2022-08-31,4.7,4.89,2,3.77,2574.0,1.0,0,1,1,1,2543.0,+7 years,14.0,0-2 weeks
2010-10-18,Santa Maria Maior,38.7128,-9.12552,Entire home/apt,2,80.0,3,1125,0,52,254,37,2,2015-08-10,2022-08-25,4.85,4.88,2,2.94,4345.0,1.0,0,1,0,1,2592.0,+7 years,20.0,2-8 weeks
2015-08-09,Campo de Ourique,38.7187,-9.15708,Private room,2,159.0,1,1125,1,317,2,0,0,2015-09-07,2018-08-14,4.5,4.5,1,0.02,2589.0,1.0,1,1,0,0,2564.0,+7 years,1492.0,1+ year
2015-03-26,So Vicente,38.71288,-9.12932,Entire home/apt,3,62.0,4,30,6,70,131,34,2,2015-09-02,2022-09-08,4.19,4.67,3,1.53,2725.0,1.0,0,1,0,1,2569.0,+7 years,6.0,0-2 weeks
2014-05-19,So Vicente,38.71734,-9.12864,Entire home/apt,4,152.0,2,190,21,190,180,6,0,2015-11-10,2022-07-31,4.48,4.55,1,2.16,3036.0,1.0,0,1,0,1,2500.0,+7 years,45.0,2-8 weeks
2015-08-24,So Vicente,38.71931,-9.13241,Entire home/apt,4,71.0,2,1125,2,283,188,21,4,2015-10-09,2022-09-12,4.85,4.8,1,2.23,2574.0,2.0,0,1,1,0,2532.0,+7 years,2.0,0-2 weeks
2014-10-31,Santa Maria Maior,38.7122,-9.13971,Entire home/apt,4,77.0,2,1125,2,142,78,22,3,2015-09-21,2022-09-09,4.78,4.97,7,0.92,2871.0,1.0,0,1,0,1,2550.0,+7 years,5.0,0-2 weeks
2014-10-31,Santa Maria Maior,38.71217,-9.13969,Entire home/apt,8,165.0,3,1125,0,124,57,15,2,2015-09-18,2022-09-03,4.96,4.98,7,0.67,2871.0,2.0,0,1,0,1,2553.0,+7 years,11.0,0-2 weeks
2015-08-03,Santa Maria Maior,38.71501,-9.13579,Entire home/apt,4,178.0,3,60,16,351,128,33,1,2016-02-28,2022-08-30,4.56,4.34,1,1.61,2595.0,1.0,0,1,0,1,2390.0,+7 years,15.0,2-8 weeks
2013-07-12,Estrela,38.708492,-9.156147,Private room,1,35.0,1,1125,1,307,124,12,4,2015-08-21,2022-09-01,4.55,4.55,9,1.44,3347.0,1.5,0,1,1,0,2581.0,+7 years,13.0,0-2 weeks
2013-07-12,Estrela,38.708488,-9.156158,Private room,1,35.0,1,1124,2,317,107,44,3,2015-08-11,2022-08-31,4.62,4.59,9,1.24,3347.0,1.5,0,1,1,0,2591.0,+7 years,14.0,0-2 weeks
2015-07-20,Santa Maria Maior,38.71098,-9.13391,Entire home/apt,6,193.0,4,20,3,66,186,10,1,2015-09-05,2022-08-18,4.96,4.96,2,2.17,2609.0,2.0,0,1,1,0,2566.0,+7 years,27.0,2-8 weeks
2013-07-12,Estrela,38.708458,-9.156185,Private room,1,35.0,1,1124,3,281,109,45,6,2015-08-20,2022-09-09,4.64,4.63,9,1.27,3347.0,1.5,0,1,1,0,2582.0,+7 years,5.0,0-2 weeks
2015-03-01,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.81788,-9.40356,Private room,2,82.0,1,1125,12,312,41,10,0,2015-08-09,2022-07-17,4.63,4.05,7,0.47,2750.0,1.0,1,1,0,1,2593.0,+7 years,59.0,2-6 months
2015-03-01,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.81643,-9.40523,Private room,2,82.0,1,1125,17,319,66,14,0,2015-08-07,2022-07-17,4.48,4.08,7,0.76,2750.0,1.0,1,1,0,1,2595.0,+7 years,59.0,2-6 months
2015-08-25,Santo Antnio,38.72143,-9.14436,Entire home/apt,6,99.0,2,90,1,128,281,62,2,2015-08-31,2022-08-24,4.35,4.71,3,3.28,2573.0,1.0,0,1,0,1,2571.0,+7 years,21.0,2-8 weeks
2014-12-08,Santa Maria Maior,38.71509,-9.13555,Entire home/apt,4,55.0,2,1125,0,44,58,10,4,2015-08-21,2022-08-31,4.53,4.53,6,0.67,2833.0,1.0,0,0,0,1,2581.0,+7 years,14.0,0-2 weeks
2015-05-29,Arroios,38.7304,-9.13556,Entire home/apt,4,75.0,2,30,0,75,27,0,0,2016-10-31,2019-08-15,4.65,4.54,1,0.38,2661.0,1.0,0,1,1,0,2144.0,5 years - 6 years,1126.0,1+ year
2015-07-24,So Vicente,38.71803,-9.12218,Entire home/apt,5,103.0,3,15,7,237,76,24,1,2015-09-17,2022-08-17,4.61,4.52,6,0.89,2605.0,1.0,0,1,0,1,2554.0,+7 years,28.0,2-8 weeks
2015-03-01,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.8161,-9.40407,Private room,4,94.0,1,1125,20,320,29,7,1,2015-08-07,2022-08-20,4.64,4.19,7,0.34,2750.0,1.0,1,1,0,1,2595.0,+7 years,25.0,2-8 weeks
2015-01-17,Colares,38.81289,-9.46237,Entire home/apt,10,212.0,5,150,10,330,24,8,0,2015-08-27,2022-07-31,4.27,4.59,2,0.28,2793.0,4.0,0,1,0,1,2575.0,+7 years,45.0,2-8 weeks
2015-08-25,Misericrdia,38.714149,-9.15049,Entire home/apt,4,118.0,2,1125,1,305,213,46,2,2015-12-02,2022-09-04,4.82,4.91,9,2.58,2573.0,1.0,0,1,1,0,2478.0,+7 years,10.0,0-2 weeks
2017-02-26,Santo Antnio,38.7211,-9.14302,Entire home/apt,5,219.0,1,1125,18,339,295,53,2,2015-10-13,2022-09-11,4.78,4.78,18,3.5,2022.0,2.0,0,1,1,1,2528.0,+7 years,3.0,0-2 weeks
2015-08-05,Arroios,38.72919,-9.13455,Private room,2,93.0,1,1125,18,36,21,4,0,2015-09-05,2022-08-11,4.65,4.5,5,0.25,2593.0,4.0,0,1,1,0,2566.0,+7 years,34.0,2-8 weeks
2015-08-14,Misericrdia,38.71214,-9.14656,Entire home/apt,6,219.0,1,30,2,270,68,0,0,2016-01-02,2020-03-12,4.63,4.87,4,0.83,2584.0,2.0,0,1,0,1,2447.0,+7 years,916.0,1+ year
2013-08-09,Estrela,38.71502,-9.15448,Entire home/apt,5,188.0,2,180,17,176,186,22,0,2015-08-28,2022-06-26,4.65,4.67,26,2.17,3319.0,1.0,0,1,0,1,2574.0,+7 years,80.0,2-6 months
2015-08-26,Santa Maria Maior,38.7122,-9.13608,Private room,2,56.0,3,61,1,314,433,35,1,2015-11-11,2022-08-30,4.85,4.97,3,5.2,2572.0,1.0,0,0,1,1,2499.0,+7 years,15.0,2-8 weeks
2015-08-26,Santa Maria Maior,38.71433,-9.13722,Private room,2,58.0,3,61,0,318,403,32,1,2015-11-04,2022-08-17,4.81,4.98,3,4.82,2572.0,1.0,0,0,1,1,2506.0,+7 years,28.0,2-8 weeks
2014-12-08,Santa Maria Maior,38.71507,-9.13552,Entire home/apt,4,48.0,2,1125,0,136,81,11,0,2015-08-23,2022-05-01,4.41,4.46,6,0.94,2833.0,1.0,0,0,0,1,2579.0,+7 years,136.0,2-6 months
2014-12-08,Santa Maria Maior,38.71506,-9.13553,Entire home/apt,4,50.0,2,1125,0,0,67,2,0,2015-09-10,2021-09-26,4.55,4.53,6,0.78,2833.0,1.0,0,0,0,1,2561.0,+7 years,353.0,6-12 months
2014-07-07,Misericrdia,38.70951,-9.14414,Entire home/apt,3,120.0,2,30,2,295,257,64,5,2016-01-05,2022-09-10,4.88,4.96,1,3.15,2987.0,1.0,0,1,0,1,2444.0,+7 years,4.0,0-2 weeks
2014-08-27,Cascais e Estoril,38.73594,-9.45534,Entire home/apt,6,126.0,4,1124,8,230,4,0,0,2016-07-17,2018-10-28,4.5,4.75,3,0.05,2936.0,2.0,0,1,1,1,2250.0,+7 years,1417.0,1+ year
2015-08-06,Misericrdia,38.71026,-9.14618,Entire home/apt,4,69.0,3,1125,0,70,90,4,0,2015-08-24,2022-07-06,4.87,4.86,1,1.05,2592.0,1.0,0,1,1,1,2578.0,+7 years,70.0,2-6 months
2014-06-16,Santa Maria Maior,38.71042,-9.13574,Private room,2,64.0,2,10,6,340,447,61,6,2015-08-15,2022-09-09,4.65,4.9,8,5.18,3008.0,1.0,0,0,0,0,2587.0,+7 years,5.0,0-2 weeks
2013-09-15,Estrela,38.70836,-9.16173,Entire home/apt,4,122.0,1,1125,8,137,16,8,1,2015-11-09,2022-08-15,4.5,4.81,7,0.19,3282.0,1.0,0,1,0,1,2501.0,+7 years,30.0,2-8 weeks
2013-11-10,Santa Maria Maior,38.71609,-9.13484,Entire home/apt,6,150.0,4,1125,5,267,68,6,2,2016-04-14,2022-08-28,4.57,4.56,1,0.87,3226.0,2.0,0,1,0,0,2344.0,+7 years,17.0,2-8 weeks
2014-03-17,Misericrdia,38.70921,-9.15215,Entire home/apt,4,90.0,1,365,0,256,313,32,1,2015-08-21,2022-08-24,4.59,4.72,4,3.64,3099.0,1.0,0,1,1,1,2581.0,+7 years,21.0,2-8 weeks
2015-08-06,Santa Maria Maior,38.71128,-9.12898,Entire home/apt,4,101.0,2,1125,8,335,253,44,2,2015-09-07,2022-08-27,4.57,4.77,1,2.96,2592.0,1.0,0,1,1,0,2564.0,+7 years,18.0,2-8 weeks
2011-09-25,Misericrdia,38.70891,-9.14609,Entire home/apt,2,50.0,1,1125,17,197,104,4,1,2015-08-24,2022-08-17,4.38,4.78,23,1.21,4003.0,1.0,0,0,0,1,2578.0,+7 years,28.0,2-8 weeks
2012-06-19,Santa Maria Maior,38.71563,-9.14027,Entire home/apt,12,213.0,1,1125,4,281,187,17,2,2015-08-11,2022-08-19,4.59,4.91,28,2.16,3735.0,1.5,0,1,1,1,2591.0,+7 years,26.0,2-8 weeks
2012-11-19,Santa Maria Maior,38.70975,-9.13063,Entire home/apt,4,170.0,1,1125,8,333,249,58,6,2015-08-17,2022-09-02,4.57,4.84,10,2.89,3582.0,1.0,0,1,0,1,2585.0,+7 years,12.0,0-2 weeks
2015-08-17,Avenidas Novas,38.73222,-9.15027,Private room,2,41.0,2,1125,0,295,83,25,4,2015-09-26,2022-08-28,4.82,4.72,7,0.98,2581.0,2.5,0,0,0,1,2545.0,+7 years,17.0,2-8 weeks
2012-08-13,Misericrdia,38.70872,-9.14641,Entire home/apt,8,105.0,2,360,4,133,154,26,5,2015-08-25,2022-09-09,4.6,4.83,12,1.79,3680.0,1.0,0,1,0,1,2577.0,+7 years,5.0,0-2 weeks
2015-08-08,Santo Isidoro,39.00757,-9.42239,Entire home/apt,8,164.0,4,120,8,227,79,14,0,2015-09-23,2022-07-05,4.94,4.88,1,0.93,2590.0,2.5,0,1,1,1,2548.0,+7 years,71.0,2-6 months
2015-08-25,Ajuda,38.70187,-9.19367,Entire home/apt,5,80.0,3,45,2,119,32,1,1,2016-07-10,2022-09-06,4.84,4.47,1,0.43,2573.0,1.0,0,1,0,0,2257.0,+7 years,8.0,0-2 weeks
2013-09-25,Santa Maria Maior,38.71787,-9.13418,Entire home/apt,4,168.0,2,1125,6,323,179,38,2,2017-11-25,2022-08-30,4.9,4.57,6,3.06,3272.0,1.0,1,1,0,1,1754.0,5 years - 6 years,15.0,2-8 weeks
2013-09-25,Santa Maria Maior,38.71773,-9.13411,Entire home/apt,4,151.0,2,1125,10,341,201,35,3,2017-06-20,2022-08-27,4.83,4.67,6,3.15,3272.0,1.0,0,1,1,0,1912.0,5 years - 6 years,18.0,2-8 weeks
2013-09-25,Santa Maria Maior,38.717724,-9.134192,Entire home/apt,3,113.0,2,1125,8,329,201,42,3,2017-02-17,2022-08-29,4.83,4.7,6,2.96,3272.0,1.0,0,1,1,0,2035.0,5 years - 6 years,16.0,2-8 weeks
2013-09-25,Santa Maria Maior,38.717724,-9.134192,Entire home/apt,2,93.0,2,1125,4,333,209,27,2,2017-02-16,2022-08-29,4.85,4.6,6,3.08,3272.0,1.0,0,1,0,1,2036.0,5 years - 6 years,16.0,2-8 weeks
2015-08-17,Avenidas Novas,38.73208,-9.15217,Private room,2,48.0,2,1125,0,296,189,27,5,2015-09-07,2022-09-11,4.82,4.76,7,2.21,2581.0,2.5,0,0,0,1,2564.0,+7 years,3.0,0-2 weeks
2012-09-30,So Vicente,38.71742,-9.12498,Entire home/apt,2,102.0,2,1125,3,333,394,46,2,2015-08-30,2022-08-22,4.7,4.68,11,4.59,3632.0,1.0,0,1,1,0,2572.0,+7 years,23.0,2-8 weeks
2015-08-29,Santa Maria Maior,38.70776,-9.13176,Entire home/apt,11,154.0,3,1125,2,216,202,50,4,2016-03-30,2022-09-07,4.74,4.97,1,2.57,2569.0,3.0,1,1,1,1,2359.0,+7 years,7.0,0-2 weeks
2015-04-21,Misericrdia,38.71111,-9.14405,Entire home/apt,5,102.0,2,1125,4,318,132,43,0,2016-07-04,2022-08-14,4.34,4.91,2,1.75,2699.0,1.5,0,1,1,1,2263.0,+7 years,31.0,2-8 weeks
2014-08-04,Cascais e Estoril,38.70021,-9.38902,Entire home/apt,2,58.0,3,1125,5,331,154,34,3,2015-09-07,2022-09-03,4.77,4.66,5,1.8,2959.0,1.0,0,1,0,0,2564.0,+7 years,11.0,0-2 weeks
2015-08-31,Estrela,38.70476,-9.16329,Entire home/apt,6,142.0,3,365,4,257,29,8,1,2017-04-26,2022-09-11,4.83,4.62,2,0.44,2567.0,1.0,0,1,1,1,1967.0,5 years - 6 years,3.0,0-2 weeks
2014-07-13,Penha de Frana,38.72737,-9.12625,Entire home/apt,4,70.0,5,1125,2,176,38,8,0,2015-12-16,2022-07-11,4.84,4.76,2,0.46,2981.0,1.0,0,1,1,0,2464.0,+7 years,65.0,2-6 months
2015-09-13,Santa Maria Maior,38.71201,-9.12678,Entire home/apt,2,60.0,3,30,1,308,284,0,0,2015-09-23,2020-03-15,4.54,4.9,1,3.34,2554.0,1.0,0,0,0,0,2548.0,+7 years,913.0,1+ year
2014-02-17,"S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces",39.09331,-9.20985,Entire home/apt,6,53.0,3,112,0,1,8,0,0,2016-07-02,2018-09-02,3.63,3.71,8,0.11,3127.0,1.0,0,1,0,0,2265.0,+7 years,1473.0,1+ year
2021-05-12,Santa Maria Maior,38.716091,-9.137196,Entire home/apt,4,123.0,3,1125,1,260,68,22,0,2015-09-07,2022-08-13,4.91,4.88,10,0.8,486.0,1.0,0,1,0,0,2564.0,+7 years,32.0,2-8 weeks
2015-09-01,Parque das Naes,38.75728,-9.09383,Entire home/apt,6,75.0,2,1125,10,324,98,13,2,2015-09-18,2022-09-10,4.92,4.88,1,1.15,2566.0,1.0,0,1,0,1,2553.0,+7 years,4.0,0-2 weeks
2011-06-03,Arroios,38.71631,-9.13759,Private room,2,39.0,4,1125,3,310,95,6,0,2015-09-01,2022-03-24,4.53,4.83,2,1.11,4117.0,1.0,0,1,0,0,2570.0,+7 years,174.0,2-6 months
