latitude,longitude,accommodates,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_location,calculated_host_listings_count,reviews_per_month,bathrooms,Air conditioning,TV,Extra pillows and blankets,Heating,time_since_first_review,time_since_last_review,host_days_active,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
38.69695,-9.41807,4,216.0,1,365,4,330,8,8,0,4.63,4.88,1,2.26,1.0,0,1,0,0,105.0,35.0,131.0,1,0,0,0
38.72480198741315,-9.146241766710988,1,35.0,5,180,0,133,3,3,2,5.0,5.0,2,2.5,1.0,0,0,0,0,35.0,14.0,2817.0,0,0,1,0
38.715225,-9.148473,6,108.0,3,340,7,48,13,13,4,4.46,4.92,5,3.64,1.0,0,1,0,0,106.0,3.0,141.0,1,0,0,0
38.7126,-9.14437,2,40.0,2,365,4,119,22,22,1,4.73,4.95,1,5.0,1.0,0,0,0,0,131.0,5.0,1249.0,0,0,1,0
38.71242,-9.158,2,197.0,2,180,19,354,13,13,2,4.92,5.0,26,3.12,1.0,0,1,0,0,124.0,11.0,3323.0,1,0,0,0
38.73967,-9.14466,2,50.0,5,365,0,334,2,2,0,4.5,5.0,15,0.61,3.0,0,1,1,0,98.0,45.0,1870.0,0,0,1,0
38.76048,-9.24095,1,35.0,3,90,30,90,1,1,0,5.0,5.0,1,0.51,1.5,0,0,0,1,59.0,59.0,1527.0,0,0,1,0
38.72472,-9.15335,2,93.0,1,365,21,356,8,8,2,4.75,4.75,11,1.95,1.5,0,0,0,0,122.0,6.0,1801.0,0,0,1,0
38.7225993,-9.145756400000002,2,121.0,31,1125,0,245,1,1,0,5.0,5.0,33,0.3,1.0,1,1,0,1,101.0,101.0,197.0,1,0,0,0
38.704609,-9.16379,5,161.0,1,365,10,289,17,17,3,4.29,4.35,22,4.08,1.0,1,1,1,0,124.0,23.0,1002.0,1,0,0,0
38.70408,-9.20355,4,122.0,3,365,4,327,19,19,4,5.0,4.89,1,4.67,1.0,0,1,1,0,122.0,1.0,2750.0,1,0,0,0
38.72604,-9.132729,6,142.0,2,365,6,326,17,17,5,4.82,4.82,1,4.15,3.0,0,1,0,1,122.0,5.0,2087.0,1,0,0,0
38.71606,-9.17359,3,79.0,3,365,0,317,4,4,1,4.0,4.25,10,1.26,1.0,1,1,0,1,94.0,23.0,490.0,1,0,0,0
38.74605690452212,-9.097159088747969,2,140.0,2,365,18,348,4,4,1,4.25,4.5,10,2.79,1.0,1,1,0,1,42.0,11.0,135.0,1,0,0,0
38.72060394654483,-9.128156114625144,2,60.0,1,12,0,192,13,13,3,4.77,4.92,1,3.15,1.0,1,0,1,0,123.0,2.0,2271.0,0,0,1,0
38.72390146364477,-9.132666244446554,1,80.0,4,365,0,317,1,1,0,4.0,4.0,34,0.45,1.0,0,0,0,0,65.0,65.0,240.0,0,0,1,0
38.75713,-9.36507,2,77.0,2,180,25,291,3,3,1,4.0,4.67,20,1.64,1.0,1,1,1,1,55.0,5.0,1606.0,0,0,1,0
38.727371,-9.125475,4,110.0,1,31,0,99,14,14,5,4.71,4.43,2,4.04,1.0,0,1,1,0,103.0,4.0,593.0,1,0,0,0
38.755035,-9.149295,6,141.0,1,365,10,317,14,14,3,4.64,4.0,27,3.44,2.0,0,1,0,0,122.0,14.0,2302.0,1,0,0,0
38.78117,-9.094527,3,105.0,5,90,6,334,7,7,1,5.0,5.0,2,1.76,1.0,0,1,1,0,118.0,17.0,130.0,1,0,0,0
38.75319,-9.13852,4,157.0,7,365,18,85,9,9,2,4.44,4.89,2,2.67,1.0,0,1,1,0,101.0,17.0,135.0,1,0,0,0
38.710457,-9.138989,4,200.0,3,60,7,81,9,9,0,3.89,4.44,2,2.57,2.0,0,1,1,0,104.0,33.0,173.0,1,0,0,0
38.9515,-9.412604,5,147.0,7,30,0,323,4,4,2,5.0,5.0,1,2.61,1.0,0,1,0,0,45.0,19.0,2846.0,1,0,0,0
38.72605,-9.14582,3,83.0,1,365,10,319,25,25,6,4.36,4.6,59,5.95,2.5,0,0,0,1,125.0,16.0,1313.0,0,0,1,0
38.706688,-9.144273,4,91.0,2,365,5,325,19,19,5,4.58,4.95,1,5.76,1.0,0,0,0,0,98.0,4.0,1490.0,1,0,0,0
38.703831,-9.418115,6,147.0,4,365,13,342,8,8,4,5.0,4.88,4,3.16,2.0,0,1,1,1,75.0,17.0,2118.0,1,0,0,0
38.72542,-9.14639,3,79.0,1,365,13,322,19,19,4,4.53,4.79,59,4.71,2.5,0,0,0,1,120.0,19.0,1313.0,0,0,1,0
38.74585,-9.135953,2,56.0,3,20,21,81,5,5,2,4.6,4.6,2,1.95,1.0,0,1,0,0,76.0,8.0,1826.0,0,0,1,0
38.72552,-9.14655,3,75.0,1,365,9,318,14,14,2,3.86,4.29,59,3.33,2.5,0,0,0,1,125.0,17.0,1313.0,0,0,1,0
38.72414,-9.14503,3,92.0,1,365,15,324,21,21,7,4.24,4.48,59,5.38,2.5,0,0,0,1,116.0,14.0,1313.0,0,0,1,0
38.70135076541606,-9.423150865794527,4,213.0,4,365,0,278,12,12,2,4.83,4.67,4,3.21,1.0,0,1,1,0,111.0,19.0,2118.0,1,0,0,0
38.72617,-9.14517,3,81.0,1,365,15,324,12,12,3,4.5,4.67,59,4.39,2.5,0,0,0,1,81.0,18.0,1313.0,0,0,1,0
38.7146,-9.14524,3,162.0,1,365,8,332,8,8,0,4.38,4.63,1,1.85,2.0,0,1,0,0,130.0,52.0,135.0,1,0,0,0
38.716698,-9.145217,2,77.0,4,365,1,1,1,1,1,5.0,5.0,1,1.0,1.0,0,1,0,0,26.0,26.0,1401.0,1,0,0,0
38.72598,-9.14479,2,46.0,1,365,7,338,20,20,3,4.35,4.6,5,5.5,1.5,0,1,0,0,108.0,16.0,136.0,0,0,1,0
38.708238124518815,-9.15044114095556,4,181.0,3,365,1,316,14,14,3,4.29,4.79,199,3.68,2.0,0,1,0,0,113.0,12.0,3864.0,1,0,0,0
38.792,-9.187921,6,145.0,1,1125,0,13,2,2,0,5.0,5.0,1,0.48,2.0,1,1,0,1,124.0,122.0,139.0,1,0,0,0
38.68401269323718,-9.345911892815,4,79.0,1,1125,0,121,8,8,0,5.0,5.0,1,2.53,1.0,0,1,1,0,95.0,69.0,376.0,1,0,0,0
38.70865,-9.14881,4,85.0,3,60,4,327,12,12,1,4.33,4.83,1,2.95,1.0,0,0,0,0,121.0,22.0,129.0,1,0,0,0
38.72604,-9.14668,2,31.0,2,365,3,311,22,22,5,4.0,4.55,5,6.95,1.5,0,1,0,0,94.0,1.0,136.0,0,0,1,0
38.71128,-9.1596,3,187.0,3,365,15,343,10,10,0,4.5,4.8,199,2.5,1.0,1,1,0,0,119.0,31.0,3864.0,1,0,0,0
38.74671,-9.09757,4,158.0,3,45,13,347,5,5,0,4.4,4.6,10,2.05,1.0,1,1,0,1,73.0,37.0,135.0,1,0,0,0
38.74618,-9.09977,4,145.0,3,45,11,345,10,10,1,4.0,4.7,10,2.68,1.0,1,1,0,1,112.0,25.0,135.0,1,0,0,0
38.71632,-9.1392,2,90.0,1,365,2,134,6,6,0,4.83,4.67,8,1.57,1.0,0,0,0,0,114.0,31.0,2432.0,1,0,0,0
38.71474,-9.13402,4,178.0,2,365,7,337,23,23,5,4.91,4.87,10,7.67,1.0,0,0,0,1,89.0,2.0,1633.0,1,0,0,0
38.72037188526214,-9.167983631339832,5,175.0,2,365,21,171,1,1,1,3.0,2.0,8,1.0,1.0,1,1,0,0,26.0,26.0,327.0,1,0,0,0
38.73364,-9.13229,6,107.0,1,1125,17,352,8,8,3,4.25,4.63,1,2.11,1.0,1,1,0,1,113.0,18.0,124.0,1,0,0,0
38.703945,-9.177832,2,93.0,28,365,14,87,6,6,3,4.33,4.17,3,2.02,1.5,0,0,0,0,88.0,5.0,2204.0,1,0,0,0
38.71271,-9.16063,4,128.0,1,365,25,211,1,1,0,5.0,4.0,3,0.91,1.0,0,1,0,1,32.0,32.0,2045.0,1,0,0,0
38.72794,-9.13725,1,51.0,1,15,5,338,29,29,6,4.72,4.62,8,7.25,2.0,0,0,0,0,120.0,2.0,155.0,0,0,1,0
38.7048,-9.16648,1,36.0,1,360,11,333,23,23,5,4.7,4.78,9,7.75,1.0,0,1,1,0,88.0,15.0,794.0,0,0,0,1
38.71332,-9.14969,4,191.0,1,365,13,204,21,21,6,4.43,4.71,1,4.88,1.5,1,1,0,0,128.0,8.0,135.0,1,0,0,0
38.73340064489382,-9.128701300653248,1,57.0,1,365,19,162,1,1,0,5.0,5.0,19,0.27,1.0,0,0,0,0,111.0,111.0,1337.0,0,0,1,0
38.73242,-9.12922,2,63.0,1,365,17,198,5,5,2,4.6,4.4,19,1.34,2.0,0,0,0,0,111.0,25.0,1337.0,0,0,1,0
38.72322,-9.15867,2,146.0,4,365,7,325,11,11,3,5.0,4.91,9,2.62,1.5,0,1,0,0,125.0,11.0,2853.0,1,0,0,0
38.71644,-9.13927,2,77.0,2,365,1,40,26,26,6,4.65,4.62,8,5.86,1.0,0,0,0,0,132.0,5.0,135.0,1,0,0,0
38.73245,-9.13488,6,158.0,2,1125,5,340,10,10,1,4.9,4.4,39,2.46,1.5,1,1,1,1,121.0,10.0,3036.0,1,0,0,0
38.71659,-9.13396,4,149.0,2,365,8,343,22,22,6,4.95,4.86,10,6.41,1.0,0,0,1,1,102.0,10.0,1633.0,1,0,0,0
38.95286,-9.37531,2,45.0,2,30,0,0,1,1,0,5.0,5.0,6,0.32,1.0,0,1,1,1,93.0,93.0,2976.0,0,0,1,0
38.71955,-9.12323,4,107.0,1,1125,1,322,10,10,2,4.5,4.6,1,2.94,1.0,1,1,0,1,101.0,6.0,127.0,1,0,0,0
38.70742,-9.15584,4,85.0,3,1125,8,327,13,13,3,4.38,4.85,1,3.64,1.0,0,1,0,0,106.0,9.0,120.0,1,0,0,0
38.73337,-9.12808,3,57.0,3,365,26,361,4,4,1,4.5,4.25,14,1.08,2.0,0,0,0,0,110.0,8.0,2037.0,0,0,1,0
38.7051,-9.18773,1,21.0,3,30,4,293,11,11,4,4.91,4.64,2,2.84,1.0,0,0,0,0,115.0,2.0,349.0,0,0,1,0
38.73406,-9.13643,1,50.0,2,6,0,0,3,3,0,5.0,5.0,1,0.79,1.5,0,1,0,0,113.0,49.0,3403.0,0,0,1,0
39.003036,-9.248662,2,110.0,2,1125,13,348,14,14,2,5.0,4.71,2,4.08,1.0,0,1,1,0,103.0,6.0,2123.0,1,0,0,0
39.015072,-9.420729,6,164.0,3,60,19,351,7,7,1,4.71,4.86,28,2.1,2.5,0,1,1,0,100.0,28.0,960.0,1,0,0,0
38.97395,-9.11329,6,91.0,3,365,6,337,8,8,3,4.38,4.25,3,2.29,1.0,0,0,1,0,105.0,17.0,737.0,1,0,0,0
38.72233,-9.13295,1,100.0,3,365,20,355,2,2,1,3.0,3.0,34,1.13,1.0,0,0,1,0,52.0,21.0,240.0,0,0,1,0
38.75892,-9.36576,3,100.0,2,180,27,293,4,4,1,4.25,4.25,20,1.74,1.0,1,1,1,1,69.0,23.0,1606.0,0,0,1,0
39.210251,-9.291382,6,150.0,7,365,28,354,5,5,1,5.0,4.4,1,2.78,2.0,0,1,1,0,53.0,26.0,119.0,1,0,0,0
38.69844,-9.19718,4,107.0,3,1125,4,322,13,13,2,4.54,4.69,1,3.39,1.0,1,1,0,1,115.0,15.0,127.0,1,0,0,0
38.72294,-9.15366,2,89.0,1,365,27,362,8,8,0,4.75,5.0,11,2.29,1.5,0,0,0,0,104.0,37.0,1801.0,0,0,1,0
38.775127,-9.152326,4,133.0,2,365,11,346,6,6,3,5.0,5.0,1,1.82,1.0,0,1,1,0,99.0,21.0,3360.0,1,0,0,0
38.71678,-9.13915,2,82.0,2,365,2,309,24,24,5,4.46,4.88,8,5.85,1.0,1,1,0,0,122.0,8.0,135.0,1,0,0,0
38.972328,-9.415382,8,160.0,7,1125,17,302,2,2,0,5.0,5.0,1,0.88,3.0,0,1,0,0,67.0,46.0,484.0,1,0,0,0
38.96217,-9.41646,5,84.0,7,365,13,216,3,3,1,5.0,4.67,1,1.8,2.0,0,1,1,0,49.0,25.0,216.0,1,0,0,0
38.70875,-9.41204,4,177.0,3,365,0,165,3,3,0,5.0,4.33,3,1.23,2.0,0,1,1,0,72.0,33.0,155.0,1,0,0,0
38.707417,-9.143066,2,121.0,1,365,1,203,4,4,3,5.0,5.0,10,2.4,1.0,1,1,0,0,49.0,13.0,180.0,0,0,1,0
38.73529,-9.12522,6,143.0,1,365,9,127,21,21,4,4.71,4.24,1,6.3,2.0,1,1,0,0,99.0,10.0,1882.0,1,0,0,0
38.730114,-9.165149,6,159.0,3,365,5,340,5,5,3,4.6,4.6,70,1.39,1.0,1,1,0,0,107.0,7.0,450.0,1,0,0,0
38.75313,-9.16992,6,124.0,1,1125,4,62,7,7,1,4.0,4.29,1,1.83,2.0,1,1,0,1,115.0,5.0,152.0,1,0,0,0
38.71401,-9.13669,4,105.0,10,365,12,347,1,1,0,5.0,5.0,7,0.94,1.0,0,1,0,0,31.0,31.0,282.0,1,0,0,0
38.71723,-9.15411,4,100.0,2,365,7,342,11,11,0,4.0,4.55,11,3.3,1.0,0,1,1,0,99.0,36.0,2576.0,1,0,0,0
38.7188,-9.13607,4,116.0,1,365,0,105,4,4,1,4.25,3.75,13,1.79,1.0,1,1,0,0,66.0,20.0,2604.0,1,0,0,0
39.26471,-9.33105,2,70.0,2,30,6,154,3,3,1,5.0,5.0,4,1.5,1.5,0,1,0,1,60.0,21.0,119.0,1,0,0,0
38.70964,-9.41823,2,54.0,4,365,14,347,2,2,1,5.0,5.0,12,0.85,1.0,0,1,0,0,70.0,17.0,3992.0,0,0,1,0
38.72332,-9.1174,5,146.0,3,15,21,356,8,8,1,4.13,4.5,1,2.96,2.0,0,0,0,0,80.0,27.0,162.0,1,0,0,0
38.71312,-9.12656,4,173.0,2,30,7,339,7,7,5,4.86,4.86,3,5.12,1.5,1,1,1,0,40.0,6.0,120.0,1,0,0,0
38.75744,-9.0945,5,120.0,2,365,4,41,6,6,1,4.83,4.83,3,1.91,2.0,0,1,1,1,94.0,30.0,2904.0,1,0,0,0
38.709373,-9.152758,2,99.0,2,27,5,294,9,9,3,4.11,4.89,1,2.37,1.0,1,0,0,0,113.0,16.0,336.0,1,0,0,0
38.95181,-9.41349,4,80.0,3,365,16,31,7,7,1,4.57,4.86,1,1.83,1.0,0,1,1,0,114.0,10.0,442.0,1,0,0,0
38.74733,-9.15418,4,117.0,2,1125,5,340,4,4,0,3.75,4.25,11,1.17,1.0,0,1,1,1,102.0,55.0,268.0,1,0,0,0
38.70973,-9.17188,1,35.0,2,365,0,259,8,8,0,4.38,4.25,1,2.09,1.0,0,1,0,0,114.0,51.0,1478.0,0,0,1,0
38.71255,-9.12887,4,75.0,1,365,15,165,11,11,1,3.91,4.73,23,2.95,1.0,0,0,1,0,111.0,30.0,2947.0,1,0,0,0
38.776878,-9.103424,6,99.0,1,365,14,67,33,33,5,4.27,4.39,8,8.76,1.0,0,0,1,0,112.0,15.0,1131.0,1,0,0,0
38.68454,-9.32218,1,35.0,4,365,0,0,3,3,0,4.67,4.67,18,1.11,1.0,0,1,0,0,80.0,45.0,2324.0,0,0,1,0
38.70787,-9.30804,3,65.0,2,1125,5,340,5,5,1,4.8,5.0,1,1.36,1.0,0,0,0,0,109.0,24.0,1777.0,1,0,0,0
38.71159,-9.15126,4,95.0,30,1125,0,271,1,1,0,4.0,5.0,1,0.77,2.0,1,1,1,0,38.0,38.0,125.0,1,0,0,0
38.72282,-9.148946,6,154.0,3,180,0,313,5,5,2,4.2,5.0,101,2.34,1.0,0,1,0,0,63.0,23.0,2291.0,1,0,0,0
38.70715,-9.17373,4,96.0,5,25,2,18,2,2,1,5.0,4.5,1,1.28,1.0,0,0,0,0,46.0,14.0,3346.0,1,0,0,0
38.731773,-9.128775,4,97.0,2,365,4,296,11,11,4,4.91,4.91,16,3.0,1.5,0,1,1,0,109.0,10.0,2043.0,1,0,0,0
38.71335043095791,-9.164422556598538,5,77.0,1,365,1,299,6,6,6,4.17,4.67,1,6.0,1.0,0,1,0,1,25.0,2.0,1054.0,1,0,0,0
38.69105477249615,-9.301792308584636,3,81.0,1,1125,2,217,12,12,2,4.75,4.67,1,4.24,1.0,0,1,0,0,84.0,16.0,1910.0,1,0,0,0
38.70922,-9.15829,6,150.0,2,30,5,115,2,2,0,4.5,5.0,1,0.55,1.0,0,1,0,0,108.0,98.0,126.0,1,0,0,0
38.697777,-9.194807,4,50.0,32,1125,1,269,1,1,0,5.0,5.0,2,0.52,2.0,0,0,0,0,58.0,58.0,2332.0,1,0,0,0
38.69879,-9.19,4,97.0,2,1125,17,348,3,3,3,4.33,4.33,11,3.0,1.0,0,1,1,1,27.0,10.0,268.0,1,0,0,0
38.869476,-9.429216,4,67.0,3,365,17,352,9,9,1,5.0,4.89,1,3.07,1.0,0,1,0,0,87.0,8.0,122.0,1,0,0,0
38.71029,-9.15843,6,123.0,3,365,0,320,11,11,2,4.55,4.73,10,3.06,1.0,0,1,0,0,107.0,16.0,490.0,1,0,0,0
38.71451,-9.42212,2,67.0,1,365,12,345,5,5,1,4.8,4.6,9,1.76,1.0,1,1,0,0,84.0,18.0,1522.0,0,0,1,0
38.71097,-9.1467,2,60.0,1,365,20,38,23,23,5,4.26,5.0,24,6.33,1.0,0,0,0,0,108.0,4.0,3058.0,0,0,1,0
38.70271,-9.20041,4,97.0,2,365,1,241,13,13,5,4.69,4.69,9,3.79,1.0,0,1,1,1,102.0,6.0,1697.0,1,0,0,0
38.96538,-9.39595,6,183.0,1,1125,29,364,4,4,0,2.75,3.75,292,1.64,1.0,0,1,0,0,73.0,41.0,3613.0,1,0,0,0
39.00212,-9.18642,2,75.0,3,10,28,351,6,6,3,4.83,4.67,1,3.6,1.5,0,1,1,0,49.0,9.0,2152.0,0,0,1,0
38.70809,-9.15468,2,30.0,30,1125,3,251,1,1,1,3.0,5.0,1,1.0,1.0,0,1,0,1,15.0,15.0,121.0,1,0,0,0
38.7331,-9.1414,4,169.0,3,365,8,343,3,3,0,4.33,4.67,21,0.84,1.0,1,1,0,0,106.0,71.0,161.0,1,0,0,0
38.73207,-9.13532,3,30.0,10,365,1,328,1,1,0,5.0,5.0,19,0.83,1.0,0,0,1,1,35.0,35.0,1150.0,0,0,1,0
38.70982,-9.12988,1,25.0,2,365,2,250,13,13,2,4.54,4.85,5,3.9,1.0,0,1,0,0,99.0,21.0,1835.0,1,0,0,0
38.981609,-9.413575,4,100.0,2,1125,0,75,4,4,0,4.0,4.0,2,1.21,1.0,1,1,0,0,98.0,36.0,2135.0,1,0,0,0
38.72187,-9.12431,4,100.0,1,9,15,350,3,3,0,4.33,4.33,1,0.82,1.0,0,0,0,0,109.0,79.0,2234.0,1,0,0,0
38.77918,-9.09719,5,110.0,2,365,14,64,8,8,1,4.88,4.63,3,1.98,2.0,1,1,1,0,120.0,24.0,2904.0,1,0,0,0
38.74256,-9.1299,6,111.0,5,365,17,352,3,3,0,5.0,5.0,14,1.2,2.0,0,1,1,0,74.0,43.0,2037.0,1,0,0,0
38.69629,-9.35893,2,45.0,2,365,22,357,2,2,1,4.5,4.5,18,1.76,1.0,0,1,0,0,34.0,22.0,1951.0,0,0,1,0
38.735718419642936,-9.130092209915672,3,75.0,2,365,3,319,4,4,0,5.0,4.5,1,1.69,1.0,0,1,1,0,70.0,51.0,1035.0,1,0,0,0
38.70518,-9.16657,1,36.0,1,365,6,175,17,17,4,4.65,4.76,23,4.25,2.0,0,0,1,0,119.0,3.0,3159.0,0,0,1,0
38.70289,-9.20157,3,143.0,1,27,18,111,4,4,0,4.75,3.75,1,1.28,1.0,0,1,1,0,93.0,66.0,121.0,1,0,0,0
38.71574,-9.4147,5,108.0,3,365,17,351,2,2,1,4.0,3.0,199,0.71,1.0,0,1,0,0,84.0,24.0,3864.0,1,0,0,0
38.99803,-9.3997,4,80.0,3,1125,0,0,6,6,3,4.67,4.83,1,2.86,1.0,0,1,1,0,62.0,10.0,1004.0,1,0,0,0
38.73562,-9.13212,1,39.0,1,365,13,348,14,14,5,4.57,4.86,2,3.56,1.0,0,1,0,0,117.0,17.0,125.0,0,0,1,0
38.96167,-9.41494,4,160.0,4,60,2,221,12,12,1,5.0,5.0,1,3.96,1.0,0,1,1,0,90.0,28.0,125.0,1,0,0,0
38.71478,-9.1348,2,192.0,2,365,3,328,21,21,6,4.86,4.76,10,6.12,1.0,0,1,1,1,102.0,7.0,1633.0,1,0,0,0
38.70387,-9.16353,2,71.0,1,1125,9,344,15,15,3,4.27,4.8,1,3.72,1.0,0,0,0,1,120.0,9.0,125.0,1,0,0,0
38.71167,-9.12976,4,120.0,2,30,5,337,15,15,7,4.2,4.87,6,6.16,1.0,0,1,1,0,72.0,5.0,2148.0,1,0,0,0
38.795834,-9.391064,4,139.0,3,28,23,95,11,11,4,4.91,5.0,22,3.3,1.0,0,0,1,0,100.0,4.0,2162.0,1,0,0,0
38.72759,-9.14502,2,31.0,1,365,4,291,24,24,6,4.21,4.54,5,6.67,1.5,0,1,0,0,107.0,5.0,136.0,0,0,1,0
38.9522,-9.41261,4,93.0,3,1125,14,144,7,7,3,4.86,4.86,1,3.18,2.0,0,1,0,0,65.0,8.0,116.0,1,0,0,0
38.73377284696063,-9.130257154750677,2,40.0,2,365,17,59,2,2,1,5.0,4.0,19,0.58,1.0,0,1,0,0,102.0,16.0,1337.0,0,0,1,0
38.76996612548828,-9.107885360717772,5,102.0,3,15,17,347,3,3,2,5.0,5.0,2,2.65,1.0,1,1,1,0,34.0,25.0,2946.0,1,0,0,0
38.716675,-9.121531,2,51.0,1,365,4,306,36,36,8,4.86,4.81,6,9.91,2.0,0,1,1,1,108.0,1.0,180.0,0,0,1,0
38.716675,-9.121531,2,52.0,1,365,2,310,35,35,9,4.97,4.86,6,9.72,2.0,1,1,1,0,107.0,1.0,180.0,0,0,1,0
38.704563,-9.192876,2,101.0,2,365,12,345,7,7,1,4.0,3.86,1,2.21,1.0,0,0,0,1,94.0,7.0,115.0,1,0,0,0
38.71534945727968,-9.120406153185344,4,150.0,2,365,22,82,5,5,4,4.4,4.6,2,1.88,2.0,0,1,0,0,79.0,4.0,117.0,1,0,0,0
38.71859,-9.12883,2,90.0,4,365,3,3,6,6,0,5.0,5.0,1,1.89,1.0,0,0,0,0,94.0,47.0,2850.0,1,0,0,0
38.70783,-9.17509,2,77.0,2,1125,6,341,11,11,1,4.18,4.18,1,2.84,1.0,1,1,0,1,115.0,7.0,125.0,1,0,0,0
38.71361,-9.42208,2,62.0,1,1125,28,317,5,5,2,4.4,4.4,9,1.52,1.0,0,1,0,0,98.0,22.0,1522.0,0,0,1,0
39.17421,-9.32172,6,45.0,3,31,18,341,6,6,0,5.0,4.83,1,1.94,1.5,0,1,0,0,93.0,35.0,3658.0,1,0,0,0
38.71468845462031,-9.122470365304496,6,148.0,1,365,1,320,1,1,0,5.0,5.0,19,0.59,1.0,0,1,0,0,50.0,50.0,1337.0,1,0,0,0
38.73326321566546,-9.129073433078824,3,70.0,1,365,23,119,1,1,1,5.0,5.0,19,1.0,2.0,0,1,0,0,22.0,22.0,1337.0,0,0,1,0
38.733390347759226,-9.130212782907783,2,38.0,1,365,0,0,2,2,0,4.5,5.0,19,0.54,2.0,0,1,0,0,110.0,105.0,1337.0,0,0,1,0
38.73347142840133,-9.130402445401636,3,70.0,1,365,18,116,2,2,1,5.0,5.0,19,0.54,1.0,0,1,0,0,111.0,22.0,1337.0,0,0,1,0
38.73398,-9.13328,2,59.0,1,365,14,342,14,14,7,4.36,4.43,11,4.33,2.0,0,1,0,0,96.0,8.0,467.0,0,0,1,0
38.73206,-9.13276,3,70.0,1,365,14,342,15,15,6,4.6,4.67,11,4.25,2.0,0,1,0,0,105.0,2.0,467.0,0,0,1,0
38.71562,-9.42323,2,58.0,1,1125,12,345,1,1,0,5.0,5.0,9,0.31,2.0,1,1,0,0,97.0,97.0,1522.0,0,0,1,0
38.696411,-9.29221,6,180.0,3,45,0,0,4,4,1,5.0,5.0,1,2.18,1.0,0,1,0,0,54.0,26.0,2060.0,1,0,0,0
38.71575,-9.42239,2,54.0,1,1125,23,353,2,2,1,5.0,5.0,9,0.74,2.0,1,1,0,0,80.0,19.0,1522.0,0,0,1,0
38.7143,-9.42216,2,55.0,1,1125,24,356,12,12,1,4.75,4.75,9,3.64,2.0,1,1,0,0,98.0,24.0,1522.0,0,0,1,0
38.7162,-9.13259,6,142.0,2,270,9,249,1,1,0,5.0,5.0,1,0.29,1.0,0,0,0,0,102.0,102.0,121.0,1,0,0,0
38.75785,-9.24034,2,50.0,30,90,0,256,2,2,1,5.0,4.5,1,1.87,1.0,0,1,1,0,32.0,18.0,2276.0,1,0,0,0
38.73216,-9.13312,1,36.0,1,365,13,341,23,23,5,4.78,4.96,11,6.11,1.0,0,1,0,0,113.0,4.0,467.0,0,0,1,0
38.72432,-9.13224,11,155.0,1,365,18,353,20,20,5,4.1,4.25,1,5.08,1.0,0,1,1,0,117.0,9.0,2467.0,1,0,0,0
38.71704,-9.12258,2,48.0,1,365,1,306,36,36,11,5.0,4.78,6,9.91,2.0,0,1,1,0,108.0,7.0,180.0,0,0,1,0
38.73423,-9.13263,2,42.0,1,1125,9,334,16,16,3,4.81,4.69,7,4.4,2.0,0,1,0,0,108.0,14.0,1991.0,0,0,1,0
38.7324,-9.13281,2,50.0,1,1125,10,340,18,18,3,4.28,4.5,7,4.86,0.0,0,1,0,0,110.0,19.0,1991.0,0,0,1,0
38.73429,-9.13328,2,59.0,1,1125,22,352,6,6,1,4.5,4.83,7,1.64,2.0,0,1,0,0,109.0,25.0,1991.0,0,0,1,0
38.710518,-9.137047,5,200.0,4,45,2,271,17,17,3,4.94,5.0,13,4.95,1.0,1,1,0,1,102.0,12.0,3766.0,1,0,0,0
38.96208,-9.41044,2,85.0,3,365,30,365,1,1,1,5.0,5.0,1,1.0,0.5,0,0,0,0,18.0,18.0,960.0,1,0,0,0
38.69586,-9.21839,4,150.0,3,1125,0,320,11,11,4,5.0,4.82,8,3.08,1.5,0,1,0,1,107.0,10.0,1400.0,1,0,0,0
39.11042,-9.35845,4,65.0,2,365,21,325,7,7,0,5.0,5.0,1,1.94,1.0,0,1,0,0,108.0,73.0,121.0,1,0,0,0
38.78211,-9.1488,6,190.0,2,365,17,51,3,3,1,5.0,4.67,8,0.96,2.0,0,1,1,0,94.0,4.0,2298.0,1,0,0,0
39.11853,-9.38742,8,180.0,3,1125,30,340,1,1,1,5.0,5.0,1,1.0,2.5,0,1,0,0,28.0,28.0,1839.0,1,0,0,0
38.70657,-9.16148,3,146.0,1,31,10,156,8,8,2,4.75,4.75,8,2.79,1.0,0,1,0,0,85.0,18.0,324.0,1,0,0,0
38.70496,-9.16671,1,33.0,1,30,1,153,15,15,5,4.87,4.73,23,4.5,2.0,0,0,0,1,99.0,4.0,3159.0,0,0,1,0
38.744301,-9.100814,4,110.0,1,365,16,342,11,11,5,4.91,4.82,2,3.4,1.0,0,1,1,1,97.0,3.0,2952.0,1,0,0,0
38.81294,-9.36325,4,63.0,2,365,10,345,5,5,1,4.8,4.0,1,1.72,1.0,0,1,0,0,87.0,24.0,3053.0,1,0,0,0
38.71001,-9.15998,4,143.0,1,1125,12,255,2,2,0,5.0,4.0,292,1.11,2.0,1,1,0,0,53.0,43.0,3613.0,1,0,0,0
38.70888,-9.12914,2,158.0,1,1125,13,339,9,9,2,5.0,5.0,292,2.55,1.0,0,1,0,0,105.0,18.0,3613.0,1,0,0,0
