host_since,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_location,calculated_host_listings_count,reviews_per_month,bathrooms,Air conditioning,TV,Extra pillows and blankets,Heating
2015-12-28,Santo Antnio,38.72332,-9.1529,Private room,1,47.0,18,30,0,0,35,2,0,2018-07-11,2022-08-09,4.83,4.91,16,0.69,1.0,0,0,0,1
2015-12-28,Santo Antnio,38.72451,-9.15346,Private room,1,48.0,28,35,0,0,36,1,0,2018-07-09,2021-09-14,4.86,4.86,16,0.71,1.0,0,0,0,1
2018-06-21,Ajuda,38.70131,-9.19252,Entire home/apt,3,79.0,2,1125,6,115,73,8,2,2018-07-22,2022-08-24,4.81,4.55,1,1.44,1.0,0,1,0,1
2018-07-01,Campolide,38.72417,-9.16199,Private room,2,57.0,1,1125,0,269,95,61,5,2018-11-08,2022-09-06,4.86,4.63,6,2.03,2.0,0,1,0,0
2014-06-22,Santa Maria Maior,38.7128,-9.13109,Entire home/apt,2,95.0,2,1125,2,316,190,54,2,2018-07-06,2022-08-24,4.65,4.84,28,3.72,1.0,0,1,0,1
2014-09-11,Cascais e Estoril,38.69661,-9.43823,Entire home/apt,4,100.0,1,1125,0,0,1,0,0,2020-07-25,2020-07-25,3.0,5.0,16,0.04,2.5,0,1,0,1
2018-06-21,Misericrdia,38.71483,-9.15213,Entire home/apt,2,90.0,2,330,6,304,20,19,4,2019-07-27,2022-09-02,4.65,4.95,2,0.52,1.0,0,1,1,0
2015-07-24,So Vicente,38.71846,-9.12333,Private room,4,49.0,1,5,26,48,7,4,0,2018-09-06,2022-08-12,4.14,4.71,6,0.14,1.0,0,0,1,1
2016-03-11,Santo Isidoro,39.01189,-9.40348,Entire home/apt,2,100.0,5,331,3,331,4,1,1,2019-04-21,2022-08-25,5.0,5.0,4,0.1,1.0,0,0,0,1
2014-01-22,Estrela,38.70846790914074,-9.159305119048527,Entire home/apt,6,130.0,2,28,9,46,16,5,4,2018-08-06,2022-09-12,4.87,4.93,1,0.32,2.0,0,0,0,0
2018-07-01,Campolide,38.72553,-9.16337,Private room,2,57.0,1,1125,2,283,41,22,2,2019-07-03,2022-08-22,4.68,4.51,6,1.05,2.0,0,1,0,0
2017-06-16,"Almargem do Bispo, Pro Pinheiro e Montelavar",38.86654,-9.3132,Entire home/apt,2,34.0,4,10,1,280,125,29,2,2018-10-21,2022-08-26,4.95,4.56,2,2.63,1.0,0,1,1,0
2016-06-25,Colares,38.82101,-9.45889,Entire home/apt,11,210.0,5,1125,0,0,8,3,0,2019-07-20,2022-08-07,4.75,4.75,1,0.21,3.0,0,1,1,1
2016-04-12,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.68638,-9.30814,Entire home/apt,4,53.0,2,1125,3,24,30,8,1,2018-07-26,2022-08-15,4.9,4.72,1,0.6,1.0,1,1,0,0
2013-11-17,Misericrdia,38.71331,-9.15068,Entire home/apt,6,76.0,2,1125,3,336,27,19,1,2019-05-13,2022-09-07,4.52,4.63,2,0.66,2.0,1,1,1,1
2017-11-30,Beato,38.73302,-9.11839,Private room,2,65.0,4,1125,18,258,15,10,5,2018-08-05,2022-09-13,4.73,4.27,1,0.3,1.0,0,1,1,1
2014-11-20,Alcabideche,38.73285,-9.36681,Entire home/apt,6,130.0,3,365,0,0,11,0,0,2018-07-22,2020-08-23,5.0,4.8,2,0.22,2.0,0,1,0,1
2014-10-10,Santa Maria Maior,38.7161,-9.14157,Entire home/apt,2,114.0,1,1125,1,58,69,41,2,2018-07-24,2022-08-25,4.83,5.0,34,1.37,1.0,1,1,0,1
2018-06-22,Misericrdia,38.71397,-9.1446,Private room,2,32.0,2,1125,0,0,32,12,3,2018-07-17,2022-08-22,4.78,4.69,9,0.63,2.0,0,0,0,0
2014-10-10,Santa Maria Maior,38.7161,-9.14157,Entire home/apt,4,118.0,1,1125,2,48,54,25,2,2018-07-10,2022-08-30,4.93,5.0,34,1.06,1.0,1,1,0,0
2016-09-16,"Santa Iria de Azoia, So Joo da Talha e Bobadela",38.80639,-9.09614,Private room,2,60.0,10,1125,30,365,11,2,1,2018-07-15,2022-09-01,4.45,4.36,2,0.22,1.0,0,1,1,0
2018-07-01,Campolide,38.72631,-9.16268,Private room,2,57.0,1,1125,0,284,33,24,0,2019-07-18,2022-06-24,4.88,4.7,6,0.86,2.0,0,1,0,0
2012-10-23,Santa Maria Maior,38.71012,-9.1348,Entire home/apt,4,159.0,1,1125,5,271,68,30,2,2018-06-26,2022-08-28,4.81,4.99,292,1.32,1.5,0,1,0,0
2018-07-05,Cascais e Estoril,38.7062,-9.42816,Entire home/apt,4,167.0,2,1125,6,125,13,2,0,2018-07-17,2022-03-05,4.5,4.92,3,0.26,1.0,1,1,1,1
2018-07-02,Penha de Frana,38.72355,-9.13032,Entire home/apt,6,116.0,3,120,3,280,93,20,1,2018-08-03,2022-08-16,4.94,4.64,1,1.86,2.0,1,1,0,0
2013-11-20,Penha de Frana,38.72592,-9.12589,Entire home/apt,4,80.0,3,1125,0,0,2,0,0,2018-09-11,2018-11-08,5.0,5.0,2,0.04,1.0,1,1,0,1
2018-06-22,Misericrdia,38.71397,-9.1446,Private room,2,32.0,2,1125,0,0,36,11,5,2018-07-13,2022-08-31,4.56,4.67,9,0.71,2.0,0,0,0,0
2018-06-22,Misericrdia,38.71397,-9.1446,Private room,2,32.0,2,1125,0,0,32,13,6,2018-07-15,2022-08-28,4.75,4.81,9,0.63,2.0,0,0,0,0
2018-06-22,Misericrdia,38.71397,-9.1446,Private room,2,32.0,2,1125,0,0,23,9,3,2018-07-15,2022-08-31,4.65,4.83,9,0.45,2.0,0,0,0,0
2014-03-30,So Domingos de Benfica,38.7535,-9.17775,Entire home/apt,4,60.0,2,60,0,0,49,2,0,2018-07-10,2021-11-05,4.35,4.57,2,0.96,1.0,0,1,0,0
2018-06-22,Misericrdia,38.71404,-9.14462,Private room,2,34.0,2,1125,0,0,29,9,5,2018-07-17,2022-09-01,4.34,4.34,9,0.57,2.0,0,0,0,0
2018-06-22,Misericrdia,38.71404,-9.14462,Private room,1,28.0,2,1125,0,0,38,11,1,2018-07-11,2022-08-18,4.58,4.79,9,0.75,2.0,0,0,0,0
2018-07-05,Cascais e Estoril,38.70659,-9.42831,Entire home/apt,4,200.0,3,1125,12,89,13,0,0,2018-07-18,2021-07-26,4.62,4.31,3,0.26,1.0,1,1,1,1
2018-07-01,Campolide,38.72447,-9.16292,Private room,1,38.0,1,1125,0,245,45,21,1,2018-07-17,2022-08-28,4.73,4.6,6,0.89,2.0,0,1,0,0
2018-07-01,Campolide,38.72607,-9.1614,Private room,2,57.0,1,1125,2,213,68,47,3,2018-08-09,2022-08-30,4.66,4.34,6,1.36,2.0,0,1,0,0
2018-07-01,Campolide,38.72403,-9.1629,Private room,3,57.0,1,1125,1,268,65,49,6,2018-08-09,2022-09-11,4.85,4.51,6,1.3,2.0,0,1,0,0
2018-07-05,Santa Maria Maior,38.71486,-9.13185,Entire home/apt,4,122.0,3,1125,3,329,137,38,3,2018-07-12,2022-08-29,4.8,4.91,1,2.69,1.0,1,1,0,0
2016-07-14,Campo de Ourique,38.71866,-9.15627,Private room,2,42.0,15,1125,0,0,11,0,0,2018-07-20,2018-11-03,5.0,5.0,3,0.22,1.0,0,1,0,1
2015-01-09,Santa Maria Maior,38.71049,-9.13759,Entire home/apt,5,180.0,3,1125,4,287,128,57,6,2018-07-30,2022-09-13,4.92,4.98,24,2.55,1.0,1,1,0,1
2016-10-24,guas Livres,38.74688,-9.22164,Entire home/apt,7,68.0,2,1125,6,243,66,9,0,2018-07-04,2022-07-28,4.52,4.09,1,1.29,1.0,0,1,1,1
2013-12-18,Ericeira,38.965031,-9.417437,Entire home/apt,4,177.0,1,1125,26,361,37,27,5,2020-10-10,2022-09-04,4.46,4.84,5,1.57,1.5,0,1,0,0
2018-06-21,Misericrdia,38.71483,-9.15101,Entire home/apt,9,201.0,3,1125,6,321,36,18,1,2018-11-19,2022-08-23,4.47,4.86,1,0.77,2.0,0,1,0,0
2011-08-30,Alcntara,38.70376,-9.17818,Entire home/apt,5,88.0,3,180,3,230,30,14,0,2018-08-26,2022-08-02,4.37,4.73,11,0.61,1.0,1,1,0,0
2018-06-21,Lourinh e Atalaia,39.26664,-9.33347,Private room,2,60.0,1,1125,30,365,1,0,0,2018-09-09,2018-09-09,5.0,5.0,6,0.02,1.0,0,1,0,1
2018-06-14,Estrela,38.70533,-9.16537,Private room,2,80.0,2,120,22,262,137,20,1,2018-07-08,2022-08-26,4.39,4.57,7,2.69,2.5,1,0,0,1
2018-06-21,Lourinh e Atalaia,39.2667,-9.33172,Private room,2,60.0,1,1125,29,364,1,0,0,2018-07-26,2018-07-26,4.0,5.0,6,0.02,1.0,0,1,0,1
2018-06-21,Lourinh e Atalaia,39.26461,-9.33221,Private room,2,60.0,1,1125,29,364,2,1,1,2018-08-11,2022-08-26,4.0,4.5,6,0.04,1.0,0,1,0,1
2018-01-03,Colares,38.79232,-9.45182,Entire home/apt,4,84.0,2,21,14,164,144,36,5,2018-08-17,2022-09-07,4.77,4.76,2,2.9,1.0,0,0,1,1
2018-06-21,Lourinh e Atalaia,39.26486,-9.33369,Private room,2,60.0,1,1125,29,364,1,0,0,2021-08-10,2021-08-10,4.0,4.0,6,0.08,1.0,0,1,0,1
2012-10-23,Misericrdia,38.70654,-9.14205,Entire home/apt,2,119.0,1,1125,4,288,81,19,2,2018-08-09,2022-08-28,4.56,4.95,292,1.62,1.0,1,1,0,0
2015-05-21,Santo Antnio,38.7233,-9.14503,Entire home/apt,5,156.0,3,30,0,139,108,35,2,2018-07-13,2022-09-09,4.81,4.85,5,2.12,1.0,0,1,1,0
2017-11-02,So Vicente,38.71798,-9.12974,Entire home/apt,4,140.0,2,999,3,296,89,18,2,2018-07-21,2022-08-25,4.97,4.88,17,1.76,1.0,0,1,0,1
2016-03-21,Santa Maria Maior,38.71201,-9.12959,Entire home/apt,4,87.0,2,35,0,20,96,28,3,2018-07-28,2022-08-28,4.69,4.81,3,1.91,1.0,0,1,0,1
2016-07-02,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.70019,-9.23908,Entire home/apt,4,120.0,3,1125,17,115,1,1,0,2022-08-07,2022-08-07,5.0,5.0,1,0.77,1.0,1,1,0,0
2015-09-17,Alcntara,38.70689,-9.18825,Entire home/apt,3,68.0,2,1125,7,157,16,11,2,2018-08-10,2022-08-28,4.38,4.31,2,0.32,1.5,0,1,1,0
2016-02-27,Olivais,38.77206,-9.11975,Entire home/apt,2,46.0,2,60,5,307,70,18,1,2018-07-15,2022-08-26,4.83,4.67,1,1.38,1.0,0,0,0,1
2013-04-10,Estrela,38.71346,-9.15487,Entire home/apt,4,141.0,4,30,2,218,27,19,1,2018-07-29,2022-09-11,4.78,4.85,6,0.54,1.0,0,1,0,1
2011-06-11,Santo Antnio,38.72122,-9.14242,Entire home/apt,4,177.0,1,1125,3,295,9,1,0,2018-07-22,2022-05-26,5.0,4.56,37,0.18,1.0,0,1,0,1
2017-03-04,Misericrdia,38.71049,-9.15083,Entire home/apt,4,97.0,2,700,3,299,107,53,4,2018-07-02,2022-09-03,4.83,4.91,2,2.09,1.0,1,1,0,1
2017-08-08,So Joo das Lampas e Terrugem,38.85691,-9.36666,Entire home/apt,3,60.0,2,10,27,300,18,9,1,2019-08-17,2022-08-24,4.44,4.72,1,0.48,1.0,0,0,1,1
2012-05-31,So Vicente,38.71475,-9.12973,Private room,2,40.0,2,1124,4,319,154,62,4,2018-06-26,2022-09-03,4.84,4.83,3,3.0,1.5,0,1,0,1
2017-07-02,Alcntara,38.70039,-9.17522,Entire home/apt,2,40.0,1,1125,2,124,128,61,7,2018-07-16,2022-09-10,4.81,4.69,2,2.52,1.0,0,0,1,0
2018-07-07,Santa Maria Maior,38.71409,-9.13499,Entire home/apt,2,85.0,3,1125,4,133,67,27,2,2018-07-12,2022-08-28,4.62,4.64,1,1.32,1.0,0,1,1,0
2018-06-21,Lourinh e Atalaia,39.26681,-9.33342,Private room,2,60.0,1,1125,29,364,5,2,1,2018-07-08,2022-08-22,5.0,5.0,6,0.1,1.0,0,1,0,1
2016-07-19,Estrela,38.71109,-9.16963,Entire home/apt,4,98.0,1,90,0,122,218,67,7,2018-07-17,2022-09-06,4.67,4.46,39,4.3,1.0,1,1,1,1
2016-07-19,Ajuda,38.70459,-9.19784,Entire home/apt,7,114.0,1,90,5,237,193,57,5,2018-07-22,2022-09-01,4.75,4.74,39,3.82,1.0,1,1,1,1
2018-05-07,Arroios,38.72649,-9.13463,Entire home/apt,2,114.0,2,32,14,348,149,112,15,2018-09-03,2022-09-04,4.66,4.61,4,3.03,1.0,1,0,0,1
2017-07-30,Ericeira,38.97501,-9.41576,Entire home/apt,7,214.0,3,14,14,227,11,6,3,2018-07-27,2022-08-29,4.91,4.73,1,0.22,2.0,0,1,1,0
2016-09-16,Sacavm e Prior Velho,38.79469,-9.10544,Private room,2,50.0,10,1125,14,349,3,0,0,2018-08-11,2018-11-08,5.0,4.0,2,0.06,0.0,0,1,1,0
2015-04-05,Cascais e Estoril,38.69597,-9.42789,Entire home/apt,4,200.0,3,1125,17,349,5,2,0,2019-08-20,2022-06-16,4.2,4.8,2,0.13,2.0,1,1,0,0
2012-05-14,Arroios,38.72143,-9.13595,Entire home/apt,6,214.0,3,1125,13,306,26,17,0,2019-04-22,2022-06-07,4.69,4.42,55,0.63,1.0,0,1,0,0
2014-01-20,Cascais e Estoril,38.72106,-9.43532,Entire home/apt,6,180.0,3,1125,30,181,1,0,0,2019-07-31,2019-07-31,5.0,4.0,1,0.03,3.0,0,1,0,1
2015-01-09,Santo Antnio,38.71975,-9.14381,Entire home/apt,4,173.0,3,1125,4,311,95,46,2,2018-07-12,2022-09-11,4.95,4.99,24,1.87,1.0,1,1,1,1
2013-03-30,Santa Maria Maior,38.71144,-9.13702,Entire home/apt,2,156.0,2,7,5,269,74,22,1,2018-07-08,2022-08-24,4.88,4.97,78,1.45,1.0,0,1,0,1
2013-03-30,Santa Maria Maior,38.71164,-9.13852,Entire home/apt,2,178.0,2,7,6,284,32,6,1,2018-07-13,2022-08-15,4.88,4.91,78,0.63,1.0,1,1,0,1
2012-10-23,Arroios,38.72712,-9.14213,Entire home/apt,6,165.0,1,1125,6,304,25,4,1,2018-11-18,2022-08-30,4.4,4.28,292,0.54,1.0,0,1,0,0
2013-03-30,Santa Maria Maior,38.70959,-9.1388,Entire home/apt,2,196.0,2,7,3,296,94,31,4,2018-07-05,2022-09-06,4.99,4.97,78,1.84,1.0,1,1,0,1
2011-06-04,Arroios,38.73264143517923,-9.136235265362767,Entire home/apt,6,182.0,3,365,0,116,3,3,1,2022-08-02,2022-09-10,5.0,4.33,2,2.05,2.0,0,1,1,0
2018-07-04,Arroios,38.73145,-9.13816,Entire home/apt,5,90.0,3,1125,0,294,99,49,4,2018-08-05,2022-09-08,4.87,4.79,1,1.98,1.0,1,1,0,1
2015-07-16,Misericrdia,38.71529,-9.14647,Entire home/apt,4,160.0,4,1125,0,196,14,0,0,2019-06-02,2021-06-13,4.86,5.0,1,0.35,2.0,0,1,1,1
2013-08-13,So Domingos de Benfica,38.7523,-9.16728,Entire home/apt,8,75.0,3,1125,3,299,73,31,1,2018-07-21,2022-08-22,4.82,4.55,6,1.44,2.0,1,1,0,1
2016-02-05,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.7039,-9.22758,Entire home/apt,4,70.0,5,30,0,40,52,16,0,2018-07-15,2022-08-10,4.94,4.83,1,1.02,1.0,1,1,1,0
2016-05-26,So Vicente,38.71367,-9.1278,Entire home/apt,4,120.0,2,1125,0,305,255,83,5,2018-07-19,2022-09-07,4.53,4.92,27,5.04,1.0,0,1,0,1
2018-10-21,Belm,38.69631,-9.21457,Entire home/apt,3,124.0,1,28,5,231,30,19,2,2018-08-28,2022-08-30,4.5,4.77,53,0.61,1.0,0,1,1,1
2015-08-20,Misericrdia,38.70884,-9.14861,Entire home/apt,4,149.0,1,1125,4,33,175,17,5,2018-07-14,2022-08-28,4.82,4.91,8,3.44,1.0,1,1,0,1
2018-04-13,Cascais e Estoril,38.70517,-9.38405,Private room,2,79.0,1,1125,10,26,44,37,6,2019-05-30,2022-09-10,4.68,4.68,6,1.1,1.0,1,1,0,1
2018-06-22,Misericrdia,38.71404,-9.14462,Entire home/apt,13,160.0,2,1125,0,0,2,0,0,2018-08-19,2019-07-21,5.0,5.0,9,0.04,4.0,0,0,0,0
2018-06-06,Misericrdia,38.71041,-9.15176,Entire home/apt,4,130.0,3,1124,0,0,2,0,0,2019-08-20,2020-06-28,3.0,4.0,2,0.05,1.0,1,0,0,0
2016-07-14,Ajuda,38.70576,-9.19902,Entire home/apt,4,120.0,2,1125,0,148,45,11,0,2018-07-01,2022-08-03,4.8,4.8,14,0.88,2.0,1,1,0,1
2017-11-15,Arroios,38.72543,-9.13541,Entire home/apt,2,110.0,2,1125,14,349,103,31,2,2018-07-19,2022-08-25,4.48,4.51,7,2.03,1.0,0,1,0,0
2016-10-02,Penha de Frana,38.73143,-9.12766,Private room,2,38.0,3,1125,5,76,55,14,0,2018-07-15,2022-07-04,4.87,4.65,1,1.08,1.0,0,0,1,0
2017-09-26,Santo Antnio,38.71978,-9.14986,Entire home/apt,4,180.0,3,1125,9,324,93,27,1,2018-07-27,2022-08-22,4.88,4.9,14,1.85,2.0,0,1,0,1
2012-10-23,Misericrdia,38.71298,-9.14356,Entire home/apt,4,107.0,1,1125,3,311,85,33,2,2018-07-15,2022-08-26,3.93,4.37,292,1.67,1.0,1,1,0,0
2018-07-09,Penha de Frana,38.72226,-9.13034,Entire home/apt,2,95.0,3,1125,1,135,67,30,3,2018-08-24,2022-09-13,4.84,4.75,1,1.36,1.0,0,1,1,0
2014-06-22,Alcntara,38.70183,-9.18229,Entire home/apt,4,99.0,3,1125,0,195,56,0,0,2018-07-22,2021-07-16,4.86,4.79,6,1.11,2.0,1,1,1,1
2018-07-10,Penha de Frana,38.73356,-9.13145,Private room,1,20.0,29,84,0,75,3,1,0,2018-08-03,2022-07-30,4.67,4.67,6,0.06,2.0,0,1,0,1
2017-03-29,Alcntara,38.70017,-9.19166,Entire home/apt,6,138.0,3,1125,3,271,67,19,4,2018-07-15,2022-08-30,4.84,4.59,2,1.32,2.0,0,1,0,0
2014-05-13,Parque das Naes,38.78991,-9.09943,Entire home/apt,4,140.0,6,60,16,76,1,1,0,2022-05-07,2022-05-07,5.0,5.0,1,0.23,2.0,0,1,1,1
2013-12-01,Estrela,38.70316,-9.16917,Private room,4,86.0,2,28,22,40,33,13,0,2018-08-05,2022-06-28,4.82,4.64,16,0.66,1.0,0,0,0,0
2018-05-11,Arroios,38.73129,-9.13419,Private room,1,38.0,3,1125,8,107,18,5,1,2018-07-16,2022-08-17,4.94,4.89,12,0.35,2.0,0,1,1,0
2018-03-14,Misericrdia,38.71474,-9.15356,Entire home/apt,4,88.0,2,1125,0,0,1,0,0,2019-10-11,2019-10-11,4.0,5.0,2,0.03,1.0,1,1,0,1
2016-01-27,Santa Maria Maior,38.71459,-9.13345,Entire home/apt,4,70.0,3,30,9,308,42,42,5,2021-11-21,2022-09-12,4.62,4.79,1,4.23,1.0,0,1,0,0
2016-04-05,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",38.70194,-9.25156,Entire home/apt,4,74.0,2,1125,14,79,14,10,2,2018-08-05,2022-09-08,4.64,4.93,1,0.28,1.0,0,1,0,0
2014-10-28,Misericrdia,38.71437,-9.14576,Entire home/apt,3,86.0,3,60,3,147,41,20,3,2018-07-22,2022-08-29,4.8,4.73,2,0.81,1.0,0,1,1,0
2018-03-13,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80542,-9.39724,Entire home/apt,8,140.0,1,360,15,246,93,27,2,2018-08-12,2022-08-21,4.77,4.72,4,1.87,2.0,0,1,1,0
2013-11-03,Arroios,38.72530058021537,-9.140573051900416,Entire home/apt,2,75.0,3,1125,5,54,24,8,1,2019-01-01,2022-08-27,4.96,4.88,1,0.53,1.0,0,0,1,0
2012-10-23,Misericrdia,38.70788,-9.14793,Entire home/apt,3,107.0,1,1125,6,323,90,26,0,2018-08-06,2022-07-29,4.39,4.76,292,1.8,1.0,1,1,0,0
2016-06-09,Lourinh e Atalaia,39.2428,-9.30303,Entire home/apt,9,170.0,7,1125,20,355,12,4,2,2018-08-11,2022-08-27,4.83,4.67,1,0.24,3.0,1,1,0,0
2017-05-04,Ajuda,38.70254,-9.20119,Entire home/apt,4,119.0,1,1125,3,150,94,25,1,2018-08-13,2022-08-19,4.87,4.83,4,1.89,1.0,0,1,0,0
2013-12-13,Misericrdia,38.70666,-9.14221,Entire home/apt,4,200.0,3,1125,4,303,38,14,1,2018-08-05,2022-08-30,4.68,4.97,35,0.76,2.0,1,1,0,1
2018-07-11,Penha de Frana,38.7284,-9.12481,Private room,2,35.0,4,1125,6,331,112,29,4,2018-08-02,2022-09-09,4.78,4.39,2,2.23,1.0,0,1,1,0
2018-07-04,Ericeira,38.96151,-9.41627,Entire home/apt,4,120.0,4,1125,12,243,7,4,0,2019-08-10,2022-07-20,4.43,5.0,1,0.19,2.0,0,1,0,1
2017-10-16,Vilar,39.17717,-9.10046,Entire home/apt,9,55.0,2,1125,13,335,8,2,0,2019-01-01,2022-02-07,4.38,4.5,6,0.18,1.5,0,1,0,0
2018-07-10,Cascais e Estoril,38.696949,-9.370223,Entire home/apt,4,76.0,4,1125,7,168,56,18,3,2018-08-08,2022-09-02,4.77,4.77,2,1.12,1.0,0,1,1,1
2018-07-10,Santa Maria Maior,38.70819,-9.1348,Entire home/apt,5,163.0,3,20,2,254,165,57,1,2018-07-16,2022-08-29,4.79,4.99,1,3.25,3.0,1,1,1,0
2018-06-21,Mina de gua,38.76134,-9.23583,Private room,2,40.0,1,1125,23,174,49,25,6,2018-07-26,2022-09-08,4.27,4.41,4,0.97,1.0,0,1,0,0
2018-06-24,So Vicente,38.71947,-9.12403,Entire home/apt,4,71.0,2,1125,0,282,156,45,1,2018-07-19,2022-08-27,4.78,4.71,1,3.08,1.0,0,1,0,1
2012-05-02,Misericrdia,38.71252,-9.14678,Entire home/apt,2,81.0,20,100,1,296,127,51,3,2018-09-03,2022-08-28,4.36,4.69,2,2.59,1.0,0,1,0,1
2018-07-10,Santa Maria Maior,38.71041,-9.12716,Entire home/apt,4,64.0,2,1124,4,281,157,50,3,2018-07-20,2022-08-30,4.95,4.97,1,3.1,1.0,0,1,0,1
2015-08-07,Santa Maria Maior,38.716187,-9.135308,Entire home/apt,10,185.0,2,1125,15,146,60,27,2,2018-08-16,2022-08-28,4.32,4.75,3,1.21,1.5,0,1,0,0
2017-01-31,Cascais e Estoril,38.71064,-9.41257,Entire home/apt,4,80.0,4,30,4,337,44,20,3,2018-08-12,2022-09-13,4.8,4.27,2,0.88,2.0,1,1,0,0
2016-06-28,Santo Antnio,38.71978,-9.14318,Entire home/apt,2,99.0,3,1125,8,236,111,30,4,2018-07-16,2022-09-04,4.87,4.93,2,2.19,1.0,0,1,0,1
2018-07-05,Cascais e Estoril,38.70022,-9.37382,Entire home/apt,4,98.0,2,90,2,41,62,26,3,2018-08-18,2022-08-26,4.82,4.81,1,1.25,1.0,0,1,0,0
2018-07-12,Ericeira,38.97447,-9.4152,Entire home/apt,7,175.0,4,45,1,326,39,13,1,2018-07-30,2022-08-15,4.9,4.72,1,0.78,2.0,0,1,1,0
2018-06-29,Misericrdia,38.70883,-9.14857,Entire home/apt,4,80.0,2,30,0,177,23,1,0,2018-12-28,2021-09-23,4.74,4.91,1,0.51,1.0,1,1,0,0
2016-06-28,Estrela,38.70789,-9.15666,Entire home/apt,2,90.0,3,60,5,245,53,20,4,2018-08-16,2022-09-03,4.79,4.74,2,1.07,1.0,0,1,1,1
2018-07-10,Penha de Frana,38.73356,-9.13145,Private room,1,20.0,28,29,0,168,2,0,0,2018-08-11,2018-09-17,5.0,4.5,6,0.04,2.0,0,0,0,1
2018-07-05,Santo Antnio,38.71747,-9.14502,Entire home/apt,4,86.0,10,1125,0,0,35,5,0,2018-07-24,2022-07-28,4.94,4.97,2,0.69,1.0,1,1,1,1
2018-05-30,Estrela,38.70479,-9.16655,Entire home/apt,4,55.0,1,1125,0,0,81,2,0,2018-07-27,2022-06-01,4.73,4.65,9,1.61,1.0,0,1,1,1
2018-07-10,Penha de Frana,38.73356,-9.13145,Private room,1,25.0,20,20,0,75,1,0,0,2021-08-07,2021-08-07,5.0,5.0,6,0.07,2.0,0,1,1,1
2013-04-20,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.70576,-9.27708,Entire home/apt,2,41.0,3,62,3,81,171,39,4,2018-08-04,2022-09-02,4.81,4.82,1,3.42,1.0,1,1,0,1
2018-07-10,Penha de Frana,38.73356,-9.13145,Private room,1,25.0,29,60,0,71,1,1,0,2022-07-30,2022-07-30,4.0,5.0,6,0.64,2.0,0,1,1,1
2016-02-14,Santa Maria Maior,38.71325,-9.1285,Entire home/apt,2,111.0,1,1125,2,70,1,1,0,2022-07-14,2022-07-14,5.0,5.0,6,0.48,1.0,1,1,1,0
2016-09-12,Ericeira,38.97521,-9.41547,Entire home/apt,5,124.0,2,8,6,80,67,30,3,2019-05-23,2022-09-08,4.88,4.86,1,1.66,1.0,0,1,1,0
2018-04-05,Cascais e Estoril,38.70677,-9.38462,Private room,2,45.0,3,8,1,117,49,16,4,2018-08-03,2022-09-11,5.0,4.82,3,0.98,1.5,0,1,0,1
2017-11-23,So Vicente,38.71373,-9.12883,Entire home/apt,2,60.0,2,1125,0,0,111,14,0,2018-07-25,2022-06-21,4.82,4.98,2,2.2,1.0,0,0,0,1
2018-06-29,Misericrdia,38.70975,-9.14862,Entire home/apt,4,198.0,3,365,10,345,36,12,1,2018-11-09,2022-08-29,4.53,4.86,1,0.77,1.0,1,1,0,0
2016-08-26,So Vicente,38.7146,-9.12866,Entire home/apt,4,170.0,2,30,2,319,49,34,5,2018-08-13,2022-09-04,5.0,5.0,2,0.98,1.0,1,1,1,1
2018-06-21,Mina de gua,38.76087,-9.23722,Private room,1,21.0,1,1125,2,335,43,22,3,2018-07-24,2022-09-05,4.65,4.77,4,0.85,1.0,0,1,0,0
2018-07-12,A dos Cunhados e Maceira,39.14885,-9.37068,Entire home/apt,6,112.0,6,1125,0,4,31,7,0,2018-08-02,2022-08-10,4.55,4.81,3,0.62,1.5,0,1,1,0
2016-02-14,Santa Maria Maior,38.71325,-9.1285,Entire home/apt,2,122.0,1,1125,7,73,5,5,1,2022-04-13,2022-09-08,4.6,4.6,6,0.97,1.0,1,1,1,0
2016-02-14,Santa Maria Maior,38.71325,-9.1285,Entire home/apt,4,185.0,1,1125,9,73,4,3,1,2019-03-03,2022-08-21,5.0,4.75,6,0.09,2.0,1,1,1,0
2018-07-24,Santa Maria Maior,38.71231,-9.12947,Entire home/apt,6,110.0,1,1125,2,175,153,72,8,2018-08-14,2022-09-12,4.97,4.93,1,3.08,2.0,0,1,0,1
2018-05-30,Estrela,38.70479,-9.16655,Entire home/apt,4,88.0,1,1125,3,324,108,26,4,2018-07-30,2022-09-05,4.77,4.66,9,2.15,1.0,0,1,0,1
2018-07-24,Cascais e Estoril,38.69854,-9.43911,Entire home/apt,6,114.0,2,1125,22,322,31,13,1,2018-08-13,2022-08-15,4.81,4.55,1,0.62,1.5,0,1,0,0
2018-07-24,So Domingos de Benfica,38.7522,-9.18204,Private room,2,55.0,2,1125,0,0,43,0,0,2018-08-13,2021-05-17,4.62,4.76,1,0.86,1.5,1,1,0,1
