host_since,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_location,calculated_host_listings_count,reviews_per_month,bathrooms,Air conditioning,TV,Extra pillows and blankets,Heating
2015-11-24,Santa Maria Maior,38.71033,-9.13652,Entire home/apt,4,200.0,2,1125,0,317,3,1,0,2017-05-09,2021-11-03,3.67,3.67,4,0.05,1.0,1,1,0,1
2013-02-05,Cascais e Estoril,38.69447,-9.3728,Entire home/apt,6,122.0,1,1125,12,81,20,7,1,2016-04-28,2022-08-19,4.58,4.47,34,0.26,2.0,0,1,0,1
2015-08-24,Algueiro-Mem Martins,38.80457,-9.35558,Private room,2,64.0,1,15,24,84,66,13,2,2016-08-08,2022-08-27,4.82,4.45,1,0.89,1.0,0,1,0,0
2015-12-16,So Vicente,38.71359,-9.13038,Entire home/apt,3,79.0,2,1125,1,276,110,16,0,2015-12-30,2022-07-22,4.67,4.86,1,1.35,1.0,0,1,1,0
2013-04-19,Alvalade,38.74728,-9.13261,Entire home/apt,2,89.0,3,1125,5,317,178,25,5,2016-03-28,2022-09-12,4.81,4.54,4,2.26,1.0,0,1,1,0
2016-01-04,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.68796,-9.30922,Entire home/apt,3,95.0,3,35,9,61,111,13,2,2016-03-23,2022-09-01,4.75,4.66,2,1.41,1.0,0,1,1,0
2016-01-04,Santa Maria Maior,38.709549,-9.12963,Entire home/apt,6,128.0,3,1125,2,169,54,16,2,2016-05-30,2022-09-06,4.98,4.9,1,0.7,2.0,0,1,0,1
2015-10-06,Misericrdia,38.71375,-9.14261,Entire home/apt,4,76.0,2,1125,7,151,96,4,0,2016-01-19,2022-07-06,4.46,4.9,3,1.18,1.0,0,0,1,0
2015-06-12,Santa Maria Maior,38.71118,-9.13788,Entire home/apt,5,127.0,2,180,2,284,16,6,0,2017-02-15,2022-06-28,4.69,5.0,3,0.24,1.0,1,1,1,1
2013-06-15,Estrela,38.70894,-9.15307,Entire home/apt,3,104.0,3,30,4,137,211,30,1,2016-03-27,2022-08-20,4.83,4.9,1,2.68,1.0,1,1,1,1
2015-07-15,So Vicente,38.71447,-9.12429,Entire home/apt,6,86.0,2,1125,3,110,194,45,2,2016-03-27,2022-08-31,4.72,4.87,5,2.46,1.0,0,1,0,1
2016-02-03,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80089,-9.41308,Entire home/apt,10,185.0,7,14,0,222,3,2,0,2020-07-21,2022-07-02,5.0,4.67,1,0.11,4.5,1,1,0,1
2016-01-21,So Vicente,38.71377,-9.12502,Entire home/apt,4,81.0,2,1124,0,295,241,44,1,2016-02-16,2022-09-08,4.61,4.9,4,3.01,1.0,1,1,0,0
2014-01-06,Santa Maria Maior,38.71629,-9.13549,Entire home/apt,6,114.0,3,45,2,292,294,43,4,2016-02-21,2022-09-03,4.94,4.8,1,3.68,1.0,0,1,1,0
2011-09-25,Misericrdia,38.70903,-9.14607,Entire home/apt,5,75.0,1,1125,1,268,195,32,1,2016-03-16,2022-08-19,4.52,4.88,23,2.46,1.0,0,0,0,1
2016-01-19,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69331,-9.3,Entire home/apt,4,57.0,4,1125,0,255,12,1,0,2016-07-11,2022-07-14,4.64,4.27,2,0.16,1.0,0,1,0,1
2015-08-15,Cascais e Estoril,38.69543,-9.37228,Entire home/apt,3,93.0,2,1125,7,324,218,28,7,2016-06-07,2022-09-12,4.96,4.82,1,2.86,1.0,1,1,1,1
2013-10-27,Santo Antnio,38.72609,-9.14459,Entire home/apt,4,104.0,2,1125,5,338,221,23,6,2016-03-08,2022-09-12,4.93,4.72,2,2.78,1.0,0,1,0,1
2016-02-03,Misericrdia,38.71171,-9.1458,Entire home/apt,2,70.0,2,1125,3,321,247,38,2,2016-04-19,2022-08-25,4.54,4.93,1,3.17,1.0,0,1,0,0
2013-10-09,Arroios,38.73519,-9.13388,Private room,2,52.0,1,7,12,337,259,93,8,2016-08-01,2022-09-13,4.61,4.76,3,3.47,2.0,0,1,1,0
2012-02-15,Misericrdia,38.71318,-9.15235,Entire home/apt,3,129.0,2,545,7,342,33,15,1,2016-05-01,2022-08-17,4.0,4.79,199,0.43,1.0,0,1,0,0
2011-11-07,Santa Maria Maior,38.71489,-9.1336,Shared room,1,26.0,1,1125,11,331,139,68,4,2016-02-21,2022-09-13,4.76,4.8,8,1.74,2.0,0,0,0,1
2015-09-04,Estrela,38.70915,-9.15416,Entire home/apt,6,90.0,2,30,2,239,56,15,3,2016-06-13,2022-09-13,4.69,4.93,11,0.74,1.0,0,1,0,0
2014-08-12,Santa Maria Maior,38.7087,-9.13233,Entire home/apt,4,118.0,2,730,1,301,208,27,1,2016-02-16,2022-08-24,4.79,4.92,23,2.6,1.0,1,1,1,1
2016-01-23,Cascais e Estoril,38.70748,-9.45824,Entire home/apt,4,180.0,2,90,10,16,34,4,1,2016-03-30,2022-08-21,4.68,4.79,2,0.43,1.5,1,1,0,1
2014-05-23,Misericrdia,38.71069,-9.14404,Private room,2,108.0,2,10,6,319,136,3,1,2016-03-16,2022-09-04,4.58,4.92,39,1.72,1.0,1,1,0,0
2016-01-06,Cascais e Estoril,38.69674,-9.37746,Entire home/apt,3,85.0,2,1125,0,0,52,12,0,2016-07-13,2022-06-26,4.83,4.79,1,0.69,1.0,0,0,1,1
2014-05-23,Misericrdia,38.71097,-9.14294,Private room,2,116.0,2,10,8,324,176,18,1,2016-02-15,2022-08-25,4.58,4.83,39,2.2,1.0,1,1,0,0
2014-08-12,Santa Maria Maior,38.70845,-9.13276,Entire home/apt,4,118.0,2,730,1,308,141,22,0,2016-02-17,2022-06-23,4.76,4.9,23,1.76,1.0,1,1,1,1
2015-10-05,Campolide,38.72391,-9.16711,Entire home/apt,5,150.0,5,1125,0,48,33,6,3,2017-07-06,2022-08-28,4.33,3.75,1,0.52,1.0,0,1,0,1
2013-09-05,Santa Maria Maior,38.71271,-9.13766,Entire home/apt,3,70.0,2,1125,1,265,388,83,6,2016-04-17,2022-09-07,4.79,4.98,6,4.97,1.0,1,1,1,1
2014-05-23,Misericrdia,38.71117,-9.1444,Private room,2,105.0,2,10,10,335,115,2,1,2016-02-26,2022-08-30,4.58,4.85,39,1.44,1.0,1,1,0,0
2014-11-14,Santa Maria Maior,38.71053,-9.13589,Entire home/apt,6,150.0,3,1125,0,256,17,9,3,2016-07-10,2022-09-01,4.25,5.0,1,0.23,2.0,0,1,0,1
2016-02-06,Carnide,38.76065,-9.18232,Entire home/apt,6,118.0,2,365,8,301,78,14,2,2016-02-20,2022-08-28,4.64,4.54,1,0.98,2.0,0,1,0,1
2016-01-23,Santa Maria Maior,38.71429,-9.14105,Entire home/apt,2,123.0,2,90,6,137,205,27,1,2016-03-09,2022-09-09,4.68,4.96,2,2.58,1.0,0,1,0,1
2016-01-03,Santo Isidoro,38.99727,-9.40368,Private room,4,172.0,1,1125,2,14,1,0,0,2016-10-07,2016-10-07,5.0,4.0,8,0.01,1.0,0,0,0,1
2016-02-07,Belm,38.69618,-9.20095,Entire home/apt,4,70.0,2,1125,2,262,55,8,0,2017-02-08,2022-04-24,4.91,4.94,1,0.81,1.0,1,1,0,1
2016-01-06,Arroios,38.71987,-9.13374,Entire home/apt,2,75.0,3,29,3,126,195,23,1,2016-02-07,2022-08-31,4.77,4.63,1,2.43,1.0,0,0,0,1
2013-12-10,So Vicente,38.71795,-9.12628,Entire home/apt,2,70.0,3,1125,4,330,214,19,1,2016-03-18,2022-08-22,4.74,4.75,1,2.71,1.0,1,1,1,1
2012-05-23,Santa Maria Maior,38.71057,-9.13696,Entire home/apt,4,200.0,4,45,1,227,263,61,4,2016-03-16,2022-09-02,4.96,4.94,13,3.32,2.0,1,1,0,1
2016-01-22,Santa Maria Maior,38.71706,-9.13455,Entire home/apt,4,62.0,3,1125,7,41,172,38,2,2016-02-29,2022-08-28,4.78,4.73,3,2.16,1.0,1,1,0,1
2013-03-22,Colares,38.82798,-9.46695,Entire home/apt,2,60.0,3,1125,8,339,69,11,2,2016-07-02,2022-09-11,4.85,4.93,7,0.91,1.0,0,1,0,0
2014-12-08,Cascais e Estoril,38.69588,-9.42347,Entire home/apt,4,175.0,3,1125,1,283,56,14,2,2016-04-08,2022-08-26,4.98,4.96,2,0.71,1.5,0,1,0,0
2016-01-27,Cascais e Estoril,38.6974,-9.4251,Entire home/apt,5,143.0,5,60,11,252,43,3,1,2016-06-13,2022-08-26,4.86,4.93,1,0.56,2.0,0,1,1,0
2015-12-22,Santa Maria Maior,38.71273,-9.12888,Entire home/apt,2,65.0,3,1125,3,120,211,20,2,2016-03-18,2022-09-01,4.86,4.9,1,2.67,1.0,0,0,0,1
2013-06-07,Ericeira,38.96335,-9.41639,Private room,2,25.0,3,365,2,162,93,23,3,2016-05-08,2022-09-10,4.84,4.99,5,1.2,3.0,0,0,0,0
2013-06-07,Ericeira,38.96335,-9.41638,Private room,2,27.0,3,365,0,211,70,23,1,2016-04-03,2022-09-11,4.87,5.0,5,0.89,3.0,0,0,0,1
2012-10-23,Estrela,38.71435,-9.15393,Entire home/apt,4,153.0,1,1125,6,288,133,34,0,2016-03-15,2022-08-13,4.54,4.66,292,1.68,1.0,0,1,0,0
2015-11-26,Santo Antnio,38.72073,-9.14529,Private room,2,65.0,1,1125,20,355,6,3,1,2018-03-31,2022-08-27,3.17,4.0,7,0.11,2.0,0,0,0,0
2013-06-07,Ericeira,38.96335,-9.41639,Private room,1,20.0,3,365,0,192,36,10,0,2016-04-01,2022-04-24,4.94,4.94,5,0.46,3.0,0,0,0,1
2016-02-08,Campo de Ourique,38.71869,-9.15962,Entire home/apt,2,61.0,3,1125,1,268,71,11,2,2016-03-27,2022-09-04,4.89,4.71,1,0.9,1.0,0,1,1,0
2016-01-09,Misericrdia,38.71237,-9.14418,Entire home/apt,2,83.0,3,1125,4,215,265,19,0,2016-02-04,2022-08-12,4.72,4.91,1,3.29,1.0,0,0,0,1
2016-01-10,Arroios,38.71735,-9.13784,Entire home/apt,4,80.0,3,1125,2,303,71,22,2,2016-04-16,2022-08-22,4.51,4.73,1,0.91,1.0,0,1,0,0
2014-10-17,Santa Maria Maior,38.71232,-9.12936,Entire home/apt,2,60.0,3,1125,2,150,263,33,2,2016-03-22,2022-09-08,4.91,4.97,2,3.33,1.0,0,1,0,0
2013-04-09,Misericrdia,38.71259,-9.15124,Entire home/apt,2,95.0,3,1125,2,287,139,3,0,2016-03-16,2022-06-18,4.61,4.84,1,1.76,1.0,0,1,0,1
2016-02-09,Santa Maria Maior,38.71344,-9.13897,Entire home/apt,5,170.0,1,365,8,309,163,18,1,2016-02-20,2022-08-21,4.63,4.96,1,2.04,1.0,1,1,1,1
2015-05-15,Alvalade,38.74803,-9.14357,Entire home/apt,6,99.0,6,59,0,0,30,19,1,2016-07-20,2022-08-30,4.83,4.8,1,0.4,2.0,0,1,0,0
2014-11-16,Santa Maria Maior,38.71215,-9.12961,Entire home/apt,4,94.0,2,60,1,300,333,50,2,2016-02-21,2022-08-28,4.71,4.87,1,4.17,1.0,1,1,0,0
2015-02-12,Ajuda,38.7038,-9.20064,Entire home/apt,6,210.0,3,30,0,14,54,6,1,2016-03-26,2022-08-15,4.88,4.71,4,0.69,2.5,1,1,1,1
2015-10-13,Ericeira,38.95757,-9.41093,Entire home/apt,3,56.0,4,1125,4,202,13,9,1,2016-07-04,2022-08-22,4.75,4.83,7,0.17,1.0,0,1,0,1
2015-08-25,Olivais,38.77082,-9.11157,Entire home/apt,4,72.0,5,1125,4,170,132,6,0,2016-03-28,2022-08-06,4.58,4.28,8,1.68,1.0,0,1,1,0
2016-02-19,Santa Maria Maior,38.71185,-9.13043,Entire home/apt,2,60.0,3,1125,2,318,196,25,2,2016-03-25,2022-09-05,4.55,4.84,3,2.49,1.0,0,1,0,1
2015-03-12,Parque das Naes,38.76847,-9.09658,Entire home/apt,4,180.0,3,1125,9,297,29,6,0,2016-04-03,2022-08-07,4.9,4.97,12,0.37,2.0,0,1,0,1
2014-07-04,Avenidas Novas,38.7364,-9.14426,Private room,1,56.0,1,1125,0,137,16,3,0,2016-03-18,2022-03-01,4.19,4.67,46,0.2,1.5,0,1,0,1
2016-02-20,Santa Maria Maior,38.71153,-9.1376,Entire home/apt,6,174.0,3,1125,1,163,207,37,3,2016-03-30,2022-08-30,4.81,4.94,2,2.63,2.0,1,1,1,1
2013-10-06,Estrela,38.70474,-9.16595,Entire home/apt,4,65.0,2,30,0,0,30,4,0,2016-07-11,2022-07-24,4.77,4.47,4,0.4,1.0,1,1,0,1
2012-10-23,So Vicente,38.7185,-9.12378,Entire home/apt,4,143.0,1,1125,6,320,52,19,0,2016-03-08,2022-08-14,4.24,4.06,292,0.65,1.0,0,1,0,0
2013-11-17,Arroios,38.72037,-9.134,Entire home/apt,4,140.0,3,30,2,336,245,35,2,2016-02-25,2022-08-20,4.83,4.64,3,3.07,1.0,1,1,0,1
2014-08-25,Arroios,38.71699,-9.13779,Entire home/apt,2,55.0,6,1125,1,248,59,4,0,2016-03-30,2022-07-31,4.36,4.67,6,0.75,1.0,0,1,0,0
2014-08-25,Arroios,38.71678,-9.13913,Entire home/apt,2,55.0,6,1125,0,107,49,4,0,2016-03-25,2022-08-13,4.1,4.5,6,0.62,1.0,0,1,0,1
2015-07-17,Ericeira,38.96049,-9.41516,Entire home/apt,2,69.0,3,31,2,198,105,22,4,2016-08-12,2022-08-31,4.92,4.98,2,1.42,1.0,0,1,1,0
2014-08-06,Cascais e Estoril,38.70785,-9.4093,Private room,2,34.0,2,29,5,9,25,10,3,2016-03-23,2022-08-25,4.38,4.54,3,0.32,1.0,0,1,0,0
2015-10-08,Misericrdia,38.71309,-9.14431,Entire home/apt,4,122.0,2,31,3,240,137,25,3,2016-02-27,2022-09-01,4.85,4.92,19,1.72,1.0,1,1,1,0
2012-06-28,Ericeira,38.96963,-9.41978,Entire home/apt,6,195.0,5,1125,9,277,18,9,0,2016-08-01,2022-06-15,4.83,5.0,11,0.24,1.0,0,1,1,1
2016-02-21,Misericrdia,38.71177,-9.14743,Entire home/apt,4,70.0,2,1125,1,153,369,58,5,2016-03-30,2022-09-03,4.97,4.97,1,4.69,1.0,1,1,0,1
2015-07-15,Santa Maria Maior,38.71246,-9.12366,Entire home/apt,12,205.0,2,1125,1,56,44,6,0,2016-04-09,2022-08-08,4.8,4.82,5,0.56,2.0,1,1,0,0
2014-06-24,Ericeira,38.96898,-9.41898,Entire home/apt,4,50.0,1,365,0,273,49,29,4,2016-06-07,2022-09-10,4.61,4.9,15,0.64,1.0,0,1,0,0
2014-07-07,Misericrdia,38.71334,-9.14234,Entire home/apt,4,100.0,3,1125,3,290,197,15,1,2016-03-26,2022-08-27,4.88,4.94,7,2.5,1.0,0,1,1,1
2015-03-25,Santo Antnio,38.72108,-9.14458,Entire home/apt,4,110.0,1,1125,7,342,134,0,0,2016-06-24,2020-03-18,4.7,4.9,1,1.77,2.0,0,1,1,1
2014-12-15,Santo Antnio,38.71911,-9.1428,Entire home/apt,4,51.0,1,1124,0,115,204,7,5,2016-04-11,2022-09-05,4.79,4.87,3,2.61,1.0,0,1,0,1
2012-09-04,So Vicente,38.71758,-9.12293,Entire home/apt,4,200.0,7,30,0,0,119,0,0,2016-04-09,2020-03-13,4.92,4.78,2,1.52,1.0,0,1,0,1
2015-06-12,Santa Maria Maior,38.71003,-9.136,Entire home/apt,4,139.0,3,1125,3,285,44,13,0,2016-03-16,2022-08-11,4.91,5.0,3,0.56,1.0,1,1,0,1
2016-02-21,Santa Maria Maior,38.71249,-9.12731,Entire home/apt,4,68.0,2,1125,0,204,247,33,5,2016-03-23,2022-09-13,4.64,4.81,1,3.13,1.0,0,1,1,0
2016-02-14,Santa Maria Maior,38.71138,-9.12837,Entire home/apt,4,94.0,3,1125,2,283,66,11,0,2016-05-11,2022-08-07,4.83,4.95,3,0.85,1.0,0,1,1,0
2016-02-20,Santa Maria Maior,38.71148,-9.13762,Entire home/apt,6,190.0,3,30,1,191,217,37,1,2016-04-08,2022-08-28,4.84,4.94,2,2.77,2.0,1,1,1,1
2014-06-24,Ericeira,38.9735,-9.41334,Entire home/apt,4,77.0,1,365,16,351,13,9,0,2016-09-18,2022-07-21,4.69,4.85,15,0.18,1.0,1,1,0,0
2018-07-26,Arroios,38.72458,-9.13526,Entire home/apt,4,116.0,3,60,1,90,96,13,2,2016-04-01,2022-09-12,4.77,4.67,3,1.22,1.0,1,1,0,1
2016-02-24,Misericrdia,38.71143,-9.15228,Entire home/apt,4,75.0,2,30,2,95,188,31,3,2016-05-16,2022-09-10,4.73,4.86,1,2.44,1.0,0,1,0,0
2016-01-03,Santo Isidoro,38.99851,-9.40533,Private room,2,80.0,1,1125,2,14,1,0,0,2019-08-17,2019-08-17,5.0,5.0,8,0.03,1.0,0,0,0,1
2012-01-29,Santa Maria Maior,38.70883,-9.13493,Entire home/apt,4,78.0,3,1124,1,153,386,60,4,2016-03-26,2022-09-12,4.91,4.96,1,4.9,1.0,1,1,1,1
2016-01-26,Misericrdia,38.70933,-9.1468,Entire home/apt,3,115.0,2,92,2,198,142,33,0,2016-03-30,2022-07-10,4.89,4.86,35,1.81,1.0,1,1,0,1
2015-04-10,Santo Quintino,39.02202,-9.12915,Entire home/apt,6,175.0,3,1125,28,98,26,5,0,2017-08-01,2022-07-31,4.73,4.58,2,0.42,2.5,1,1,0,0
2015-04-19,Avenidas Novas,38.74317,-9.14784,Hotel room,4,105.0,1,365,4,304,4,3,1,2018-08-20,2022-09-03,4.5,4.0,5,0.08,0.5,1,0,0,0
2016-02-15,Cascais e Estoril,38.72964,-9.45053,Private room,2,29.0,1,1125,1,1,218,35,5,2016-04-01,2022-09-10,4.81,4.73,3,2.77,1.0,0,1,1,1
2016-02-24,Campo de Ourique,38.7206,-9.16886,Entire home/apt,2,78.0,3,365,0,0,102,4,2,2016-04-20,2022-09-04,4.67,4.47,2,1.31,1.0,0,1,0,0
2016-02-29,Penha de Frana,38.73075,-9.12965,Private room,2,24.0,2,1125,0,113,153,11,2,2016-04-17,2022-08-21,4.78,4.51,4,1.96,1.0,0,1,0,1
2014-12-30,Cascais e Estoril,38.7005,-9.41992,Entire home/apt,4,131.0,3,180,0,251,64,2,0,2016-03-26,2022-04-28,4.84,4.72,40,0.81,1.0,0,1,0,1
2016-03-06,Ericeira,38.96866,-9.41124,Entire home/apt,6,80.0,4,100,0,0,11,0,0,2018-07-08,2019-08-31,5.0,4.91,2,0.22,2.0,0,1,1,1
2016-03-06,So Vicente,38.72051,-9.12552,Entire home/apt,3,49.0,2,1125,1,249,340,52,5,2016-03-30,2022-09-08,4.88,4.57,7,4.32,1.0,0,1,0,1
2012-10-23,Santa Maria Maior,38.70896,-9.13381,Entire home/apt,4,183.0,1,1125,4,249,70,22,0,2016-03-30,2022-08-14,4.34,4.86,292,0.89,2.0,1,1,0,0
2012-06-25,So Vicente,38.71949,-9.12975,Entire home/apt,2,61.0,5,1125,0,237,30,4,1,2016-07-13,2022-08-31,4.62,4.72,1,0.4,1.0,0,1,1,0
2014-02-04,So Vicente,38.71545,-9.12284,Entire home/apt,5,73.0,3,1125,0,233,147,7,1,2016-04-20,2022-08-26,4.66,4.79,6,1.89,1.0,0,0,0,1
2013-08-16,Santa Maria Maior,38.71069,-9.13201,Entire home/apt,4,191.0,3,1125,2,317,17,8,0,2017-03-19,2022-08-14,4.65,4.94,13,0.25,1.0,0,1,0,1
2013-02-06,Misericrdia,38.71357,-9.14663,Entire home/apt,2,140.0,3,160,4,89,142,27,5,2016-04-10,2022-09-04,4.66,4.86,6,1.81,1.0,0,1,0,1
2016-03-07,Misericrdia,38.71413,-9.15083,Entire home/apt,4,117.0,1,120,15,33,298,49,3,2016-03-25,2022-08-31,4.54,4.73,2,3.78,1.0,0,1,0,0
2015-02-16,So Vicente,38.71891,-9.12581,Entire home/apt,2,80.0,2,1125,2,259,109,11,2,2016-03-30,2022-08-26,4.61,4.49,1,1.39,1.0,1,1,0,0
2016-02-25,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80408,-9.38044,Entire home/apt,6,86.0,2,90,1,242,59,32,4,2016-10-09,2022-09-06,4.88,4.88,1,0.82,1.0,0,1,1,0
2012-07-25,Belm,38.69955,-9.2039,Private room,2,39.0,3,1125,2,19,112,11,0,2016-08-09,2022-07-27,4.92,4.83,1,1.51,1.0,0,1,1,1
2014-08-12,Santa Maria Maior,38.71029,-9.13239,Entire home/apt,4,95.0,2,730,1,272,98,6,0,2016-02-27,2022-05-07,4.78,4.88,23,1.23,1.0,1,1,1,1
2015-08-11,Arroios,38.73267,-9.13192,Entire home/apt,4,54.0,3,60,0,262,251,34,4,2016-03-16,2022-09-07,4.79,4.68,3,3.17,1.0,0,1,0,0
2012-02-15,Misericrdia,38.70879,-9.15283,Entire home/apt,2,106.0,2,545,11,341,81,28,5,2016-03-31,2022-09-01,4.22,4.83,199,1.03,1.0,0,1,0,0
2015-10-08,Misericrdia,38.71309,-9.14431,Entire home/apt,4,110.0,2,31,2,296,58,14,0,2016-05-10,2022-07-02,4.78,4.91,19,0.75,1.0,1,1,0,0
2015-02-24,Campo de Ourique,38.72039,-9.15739,Entire home/apt,8,189.0,4,1125,7,134,183,26,0,2016-03-24,2022-08-14,4.79,4.71,4,2.32,1.0,0,1,0,1
2015-10-10,Areeiro,38.73914,-9.12903,Entire home/apt,6,123.0,2,365,10,317,93,7,2,2016-05-04,2022-09-04,4.84,4.57,3,1.2,1.0,0,1,0,1
2012-02-15,Santo Antnio,38.72456,-9.14442,Entire home/apt,3,144.0,2,545,5,331,31,16,4,2016-07-10,2022-08-27,4.42,4.68,199,0.41,1.0,1,1,0,0
2016-03-08,Santo Antnio,38.72702,-9.14551,Entire home/apt,8,102.0,2,1125,0,256,60,0,0,2016-03-25,2019-10-21,4.97,4.78,2,0.76,2.0,0,1,0,0
2011-06-11,Santa Maria Maior,38.71573,-9.13761,Entire home/apt,4,164.0,1,1125,4,289,69,8,0,2016-03-20,2022-07-06,4.83,4.94,37,0.87,1.0,0,1,0,1
2012-09-28,Misericrdia,38.71008,-9.14982,Entire home/apt,3,58.0,3,1125,1,134,258,37,6,2016-03-30,2022-09-11,4.77,4.86,2,3.28,1.0,0,1,0,0
2013-12-13,Cascais e Estoril,38.69833,-9.42526,Entire home/apt,4,85.0,3,1125,3,211,48,14,2,2016-03-25,2022-09-01,4.75,4.92,35,0.61,1.0,0,1,0,0
2016-01-11,Cascais e Estoril,38.69866,-9.42476,Entire home/apt,4,105.0,3,1125,7,113,159,41,4,2016-05-10,2022-09-05,4.89,4.98,1,2.06,1.0,0,1,0,1
2013-02-06,Misericrdia,38.71471,-9.14446,Entire home/apt,2,128.0,3,160,7,91,149,21,2,2016-04-07,2022-09-06,4.7,4.95,6,1.9,1.0,0,1,0,1
2013-02-06,Misericrdia,38.71447,-9.14502,Entire home/apt,2,143.0,3,160,1,74,159,32,3,2016-04-12,2022-08-28,4.73,4.84,6,2.03,1.0,0,1,0,1
2015-05-09,Arroios,38.72258,-9.13504,Entire home/apt,5,200.0,2,1125,0,109,160,0,0,2016-04-17,2020-03-10,4.93,4.67,3,2.05,3.0,0,1,0,1
2013-11-20,So Vicente,38.72038,-9.1235,Entire home/apt,2,80.0,3,1125,4,277,21,17,2,2016-03-27,2022-09-07,4.86,4.71,2,0.27,1.0,1,1,0,1
2013-02-06,Misericrdia,38.71407,-9.14711,Entire home/apt,2,141.0,3,160,6,83,132,25,2,2016-04-17,2022-08-24,4.79,4.9,6,1.69,1.0,1,1,0,1
2012-04-10,Santo Antnio,38.71618,-9.14681,Entire home/apt,3,71.0,2,1125,1,264,167,23,4,2016-07-03,2022-09-05,4.65,4.87,9,2.21,1.0,1,0,1,1
2014-09-08,guas Livres,38.74696,-9.21823,Entire home/apt,4,90.0,1,120,11,341,19,15,3,2017-07-12,2022-09-02,4.68,4.37,1,0.3,1.0,0,1,0,0
2016-03-09,Santa Maria Maior,38.70927,-9.13404,Entire home/apt,5,86.0,3,1125,0,279,188,0,0,2016-03-25,2020-03-19,4.68,4.96,1,2.38,1.5,0,1,1,1
2012-08-14,So Vicente,38.71794,-9.1287,Entire home/apt,6,128.0,1,1125,3,327,228,59,3,2016-03-30,2022-08-29,4.53,4.62,2,2.9,2.0,0,1,1,1
2014-03-25,Santa Maria Maior,38.7127,-9.12904,Entire home/apt,4,90.0,3,180,2,229,192,44,6,2016-05-21,2022-09-12,4.95,4.88,6,2.5,2.0,0,1,0,1
2012-12-06,Misericrdia,38.71594,-9.14897,Entire home/apt,2,95.0,30,90,0,331,14,3,0,2016-07-22,2022-08-12,4.57,5.0,9,0.19,1.0,1,1,0,1
2015-03-19,Misericrdia,38.70999,-9.15197,Entire home/apt,2,61.0,2,1125,2,179,243,25,3,2016-04-25,2022-08-28,4.77,4.86,2,3.12,1.0,0,1,1,1
2014-01-03,Arroios,38.72953,-9.13307,Entire home/apt,2,80.0,3,30,1,61,171,3,1,2016-03-27,2022-08-18,4.63,4.5,1,2.17,1.0,0,1,1,1
2013-02-05,Cascais e Estoril,38.69827,-9.44165,Entire home/apt,8,131.0,1,1125,4,64,38,9,2,2016-07-23,2022-08-28,4.82,4.58,34,0.51,2.0,0,1,0,1
2015-01-20,Misericrdia,38.71118,-9.14704,Entire home/apt,4,146.0,1,31,9,339,342,57,5,2016-04-06,2022-09-06,4.82,4.94,6,4.36,1.0,1,1,1,1
2014-01-28,Lumiar,38.765427,-9.15365,Entire home/apt,2,88.0,6,180,3,9,50,12,3,2016-05-10,2022-09-02,4.82,4.86,1,0.65,1.0,0,1,1,1
2012-07-12,Lumiar,38.76278,-9.1552,Private room,2,28.0,1,1125,1,311,92,18,3,2016-03-26,2022-09-06,4.96,4.8,2,1.17,1.0,0,0,0,1
2016-03-18,Ericeira,38.97511,-9.41738,Entire home/apt,4,131.0,4,30,6,18,17,5,1,2016-05-11,2022-08-26,4.76,4.94,1,0.22,1.0,0,1,0,0
2013-10-22,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.699485778808594,-9.267870903015137,Entire home/apt,4,74.0,4,1125,1,76,48,14,2,2016-05-22,2022-08-28,4.94,4.83,1,0.62,1.0,0,1,0,1
2016-03-13,Santa Maria Maior,38.71108,-9.13064,Entire home/apt,5,85.0,2,1125,3,292,154,28,3,2016-03-28,2022-08-30,4.77,4.93,3,1.96,1.0,1,1,0,0
2016-03-10,Santo Antnio,38.72415,-9.14506,Entire home/apt,5,85.0,3,1125,1,1,258,53,4,2016-04-09,2022-09-08,4.71,4.79,1,3.29,1.0,0,1,1,0
2016-03-09,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.81451,-9.36328,Private room,2,30.0,2,1125,2,333,111,19,4,2016-03-18,2022-09-01,4.95,4.69,1,1.4,1.0,0,0,1,0
2016-02-27,So Vicente,38.72121,-9.12355,Entire home/apt,2,59.0,2,1125,2,29,235,38,0,2016-06-22,2022-08-06,4.9,4.67,1,3.1,1.0,0,1,1,1
2016-02-29,Penha de Frana,38.73023,-9.12927,Private room,2,30.0,2,1125,5,260,194,28,3,2016-04-01,2022-08-29,4.75,4.34,4,2.47,1.0,0,1,0,0
2016-01-26,Misericrdia,38.70746,-9.15028,Entire home/apt,6,185.0,2,92,5,189,140,17,3,2016-03-30,2022-08-29,4.74,4.78,35,1.78,2.5,1,1,0,1
2012-02-05,Santa Maria Maior,38.7159,-9.13754,Entire home/apt,2,49.0,11,40,0,172,154,21,0,2016-03-28,2022-07-22,4.81,4.9,1,1.96,1.0,0,0,0,1
